,Song Title,Artists,Producers,Genius ViewCount,Song Rank,Year,Lyrics
0,4 Minutes,"('Madonna', 'Justin Timberlake', 'Timbaland')","['Danja', 'Timbaland', 'Justin Timberlake']",53634,23,2008,"[Intro: Timbaland]
I'm outta time, and all I got is four minutes
Fikki fikki, four minutes, aye
I'm outta time, and all I got is four minutes
Fikki fikki, four minutes, aye
I'm outta time, and all I got is four minutes (Four, four)
Fikki fikki, four minutes, aye
I'm outta time, and all I got is four minutes (Four, four)
Fikki fikki, four minutes, aye
I'm outta time, and all I got is four minutes (Four, four)
Fikki fikki, four minutes, aye
I'm outta time, and all I got is four minutes (Four, four)
Fikki fikki, four minutes, aye
I'm outta time, and all I got is four minutes (Four, four)
Fikki fikki, four minutes, aye
I'm outta time, and all I got is four minutes (Four, four)
Fikki fikki, ow, ow, c'mon
Ah. yeah, ha, breakdown, c'mon

[Interlude: Justin Timberlake]
Hey, uh, c'mon, Madonna

[Verse 1: Madonna & Justin Timberlake]
C'mon, boy
I've been waiting for somebody to pick up my stroll
Well, don't waste time
Give me a sign, tell me how you wanna roll, mmm
I want somebody to speed it up for me
Then take it down slow
There's enough room for both
Well, I can handle that
You just gotta show me where it's at
Are you ready to go?
Are you ready to go?

[Pre-Chorus: Madonna & Justin Timberlake]
If you want it, you already got it
If you thought it, it better be what you want
If you feel it, it must be real just
Say the word, and I'mma give you what you want

[Chorus: Madonna & (Justin Timberlake)]
The time is waiting
(We only got four minutes to save the world)
No hesitating
Grab a boy (Then grab a girl)
Time is waiting
(We only got four minutes to save the world)
No hesitating
(We only got four minutes, heh, a-four minutes)

[Post-Chorus: Justin Timberlake & (Madonna)/Both]
So keep it up, keep it up
Don't be a pri... (Hey) ..Ma-donna, uh
You gotta get 'em on, hop
(Tick tock, tick tock, tick tock, tick tock)
That's right, keep it up, keep it up
Don't be a pri... (Hey) ..Ma-donna, uh
You gotta get 'em on, hop
(Tick tock, tick tock, tick tock, tick tock)

[Verse 2: Madonna & Justin Timberlake]
Sometimes I think what I need is a ""you"" intervention, yeah
And you know I can tell that you like it
And that it's good, by the way that you move, oh hey
The road to hell is paved with good intentions, yeah
But if I die tonight, at least I can say I did what I wanted to do
Tell me, how 'bout you?

[Pre-Chorus: Madonna & Justin Timberlake]
If you want it, you already got it
If you thought it, it better be what you want
If you feel it, it must be real just
Say the word, and I'mma give you what you want

[Chorus: Madonna & (Justin Timberlake)]
The time is waiting
(We only got four minutes to save the world)
No hesitating
Grab a boy (Then grab a girl)
Time is waiting
(We only got four minutes to save the world)
No hesitating
(We only got four minutes, heh, a-four minutes)

[Post-Chorus: Justin Timberlake & (Madonna)/Both]
So keep it up, keep it up
Don't be a pri... (Hey!) ..Ma-donna, uh
You gotta get 'em on, hop
(Tick tock, tick tock, tick tock, tick tock)
That's right, keep it up, keep it up
Don't be a pri... (Hey!) ..Ma-donna, uh
You gotta get 'em on, hop
(Tick tock, tick tock, tick tock, tick tock)

[Outro: Timbaland & (Madonna)]
Breakdown, yeah
(Tick tock, tick tock, tick tock...)
Yeah, uh
(Tick tock, tick tock, tick tock...)
I only got four minutes to save the world"
1,7 Things,"('Miley Cyrus',)",['John Fields'],63920,92,2008,"[Intro]
Sha
Sha
Sha

[Verse 1]
I probably shouldn't say this
But at times, I get so scared
When I think about the previous
Relationship we've shared
It was awesome, but we lost it
It's not possible for me not to care
And now we're standing in the rain
But nothing's ever gonna change until you hear, my dear

[Chorus]
The seven things I hate about you
The seven things I hate about you, oh, you
You're vain, your games, you're insecure
You love me, you like her
You make me laugh, you make me cry
I don't know which side to buy
Your friends, they're jerks
When you act like them, just know, it hurts
I wanna be with the one I know
And the seventh thing I hate the most that you do
You make me love you

[Verse 2]
It's awkward and silent as I wait for you to say
But what I need to hear now, your sincere apology
When you mean it, I'll believe it
If you text it, I'll delete it
Let's be clear (Clear, clear)
Oh, I'm not coming back
You're taking seven steps here

[Chorus]
The seven things I hate about you
You're vain, your games, you're insecure
You love me, you like her
You make me laugh, you make me cry
I don't know which side to buy
Your friends, they're jerks
When you act like them, just know, it hurts
I wanna be with the one I know
And the seventh thing I hate the most that you do
You make me love you

[Bridge]
And compared to all the great things
That would take too long to write
I probably should mention the seven that I like

[Chorus]
The seven things I like about you
Your hair, your eyes, your old Levi's
When we kiss, I'm hypnotized
You make me laugh, you make me cry
But I guess that's both I'll have to buy
Your hand in mine
When we're intertwined, everything's alright
I wanna be with the one I know
And the seventh thing I like the most that you do
You make me love you

[Outro]
Sha, sha
You do, oh
Ooh-ooh-ooh-ooh, ooh-ooh-ooh (La, la, la)
Ooh-ooh-ooh-ooh, ooh-ooh-ooh"
2,A Milli,"('Lil Wayne',)",['Bangladesh'],1047962,43,2008,"[Intro]
Bangladesh
Young Money!
You dig?
Mack, I'm going in

[Verse 1]
A millionaire, I'm a Young Money millionaire
Tougher than Nigerian hair
My criteria compared to your career just isn't fair
I'm a venereal disease, like a menstrual bleed
Through the pencil, and leak on the sheet of the tablet in my mind
‘Cause I don't write shit, ‘cause I ain't got time
‘Cause my seconds, minutes, hours go to the almighty dollar
And the almighty power of that ch-cha-cha-chopper
Sister, brother, son, daughter, father; mother-fuck a copper
Got the Maserati dancin' on the bridge, pussy poppin'
Tell the coppers: ""Ha-ha-ha-ha
You can't catch him, you can't stop him""
I go by them goon rules: if you can't beat 'em, then you pop 'em
You can't man 'em, then you mop 'em
You can't stand 'em, then you drop 'em
You pop 'em ‘cause we pop 'em like Orville Redenbacher

[Chorus]
Motherfucker, I'm ill

[Verse 2]
A million here, a million there
Sicilian bitch with long hair, with coke in her derriere
Like smoking the thinnest air
I open the Lamborghini, hopin' them crackers see me
Like, ""Look at that bastard Weezy!""
He's a beast, he's a dog, he's a mothafuckin' problem
Okay, you're a goon, but what's a goon to a goblin?
Nothin', nothin', you ain't scarin' nothin'
On some faggot bullshit: call 'em Dennis Rodman
Call me what you want, bitch! Call me on my Sidekick!
Never answer when it's private, damn, I hate a shy bitch
Don't you hate a shy bitch? Yeah, I ate a shy bitch
She ain't shy no more, she changed her name to My Bitch
Yeah, nigga, that's my bitch, so when she ask
For the money when you through, don't be surprised, bitch!
And it ain't trickin' if you got it
But you like a bitch with no ass: You ain't got shit
Motherfucker, I'm ill, not sick
And I'm okay, but my watch sick, yeah, my drop sick
Yeah, my Glock sick, and my knot thick — I'm it

[Chorus]
Motherfucker, I'm ill

[Verse 3]
See, they say I'm rappin' like B.I.G., Jay, and 2Pac
André 3000, where is Erykah Badu at? Who that?
Who that said they gon' beat Lil Wayne?
My name ain't Bic, but I keep that flame, man
Who that one that do that, boy?
You knew that true that, swallow
And I be the shit, now you got loose bowels
I don't owe you like two vowels
But I would like for you to pay me by the hour
And I'd rather be pushin' flowers
Than to be in the pen sharin' showers
Tony told us this world was ours
And the Bible told us every girl was sour
Don't play in her garden and don't smell her flower
Call me Mr. Carter or Mr. Lawn Mower
Boy, I got so many bitches, like I'm Mike Lowrey
Even Gwen Stefani said she couldn't doubt me
Motherfucker, I say ""Life ain't shit without me""
Chrome lips pokin' out the coupe, look like it's poutin'
I do what I do, and you do what you can do about it
Bitch, I can turn a crack rock into a mountain — dare me
Don't you compare me, ‘cause there ain't nobody near me
They don't see me but they hear me
They don't feel me but they fear me
I'm illy, C3, 3 Peat"
3,Addicted,"('Saving Abel',)",['Skidd Mills'],15295,97,2008,"[Chorus]
I'm so addicted to
All the things you do
When you're going down on me
In between the sheets
Oh, the sounds you make
With every breath you take
It's unlike anything
When you're loving me

[Verse 1]
Ooh, girl let's take it slow
So as for you, well, you know where to go
I want to take my love and hate you 'till the end

[Pre-Chorus]
It's not like you to turn away
From all the bullshit I can't take
It's not like me to walk away

[Chorus]
I'm so addicted to
All the things you do
When you're going down on me
In between the sheets
Oh, the sounds you make
With every breath you take
It's unlike anything
When you're loving me

Yeah...

[Verse 2]
I know when it's getting rough
All the times we spend
Tryin' to make this love
Something better than
Just making up again

[Pre-Chorus]
It's not like you to turn away
From all the bullshit I can't take
Just when I think I can walk away

[Chorus]
I'm so addicted to
All the things you do
When you're going down on me
In between the sheets
Oh, the sounds you make
With every breath you take
It's unlike anything

I'm so addicted to
The things you do
When you're going down on me
Oh, the sounds you make
With every breath you take
It's unlike anything
When you're loving me, yeah
When you're loving me

[Bridge]
How can I make it through
All the things you do
There's just gotta be more to you and me

[Chorus]
I'm so addicted to
All the things you do
When you're going down on me
In between the sheets
Oh, the sounds you make
With every breath you take
It's unlike anything
It's unlike anything

I'm so addicted to
All the things you do
When you're going down on me
Oh, the sounds you make
With every breath you take
It's unlike anything

[Outro]
I'm so addicted to you
Addicted to you"
4,All Summer Long,"('Kid Rock',)","['Mike E. Clark', 'Kid Rock']",111360,85,2008,"[Intro]
It was 1989, my thoughts were short my hair was long
Caught somewhere between a boy and man
She was seventeen and she was far from in-between
It was summertime in Northern Michigan
Ah ah ah
Ah ah ah

[Verse 1]
Splashing through the sand bar
Talking by the campfire
It's the simple things in life, like when and where
We didn't have no internet
But man, I never will forget
The way the moonlight shined upon her hair

[Hook]
And we were trying different things
We were smoking funny things
Making love out by the lake to our favorite song
Sipping whiskey out the bottle, not thinking 'bout tomorrow
Singing ""Sweet Home Alabama"" all summer long
Singing ""Sweet Home Alabama"" all summer long

[Verse 2]
Catching wild life from the dock
Watching the waves roll off the rocks
She'll forever hold a spot inside my soul
We'd blister in the sun
We couldn't wait for night to come
To hit that sand and play some rock and roll

[Hook]
While we were trying different things
We were smoking funny things
Making love out by the lake to our favorite song
Sipping whiskey out the bottle, not thinking 'bout tomorrow
Singing ""Sweet Home Alabama"" all summer long
Singing ""Sweet Home Alabama"" all summer long

[Verse 3]
Now nothing seems as strange as when the leaves began to change
Or how we thought those days would never end
Sometimes I'll hear that song and I'll start to sing along
And think man I'd love to see that girl again

[Hook]
And we were trying different things
We were smoking funny things
Making love out by the lake to our favorite song
Sipping whiskey out the bottle, not thinking 'bout tomorrow
Singing ""Sweet Home Alabama"" all summer long
Singing ""Sweet Home Alabama"" all summer long
And we were trying different things
We were smoking funny things
Making love out by the lake to our favorite song
Sipping whiskey out the bottle, not thinking 'bout tomorrow
Singing ""Sweet Home Alabama"" all summer long
Singing ""Sweet Home Alabama"" all summer long

[Outro]
Singing ""Sweet Home Alabama"" all summer long
Singing ""Sweet Home Alabama"" all summer long
Singing ""Sweet Home Alabama"" all summer long
Singing ""Sweet Home Alabama"" all summer long"
5,American Boy,"('Estelle', 'Kanye West')",['will.i.am'],1024157,39,2008,"[Intro: Kanye West]
This a number one champion sound
Yeah, Estelle, we 'bout to get down
Who the hottest in the world right now?
Just touched down in London town
Bet they give me a pound
Tell them put the money in my hand right now
Tell the promoter we need more seats
We just sold out all the floor seats

[Hook 1: Estelle]
Take me on a trip I'd like to go some day
Take me to New York, I'd love to see LA
I really want to come kick it with you
You'll be my American boy

[Verse 1: Estelle]
He said, ""Hey, sister, it's really, really nice to meet ya.""
I just met this 5-foot-7 guy who's just my type
Like the way he's speakin', his confidence is peakin'
Don't like his baggy jeans but I might like what's underneath them
And, no, I ain't been to MIA
I heard that Cali never rains and New York's wide awake
First let's see the West End, I'll show you to my bredrin
I'm liking this American boy, American boy

[Hook 1: Estelle]
Take me on a trip I'd like to go some day
Take me to New York, I'd love to see LA
I really want to come kick it with you
You'll be my American boy
La, la la, la la, eya
La, la la, la la, eya
La, la la, la la, eya
Will you be my American boy?
American boy

[Verse 2: Estelle]
Can we get away this weekend? Take me to Broadway
Let's go shopping, baby, then we'll go to a café
Let's go on the subway, take me to your hood
I never been to Brooklyn and I'd like to see what's good
Dressed in all your fancy clothes
Sneakers looking fresh to death, I'm loving those Shell Toes
Walking that walk, talk that slick talk
I'm liking this American boy, American boy

[Hook 1: Estelle]
Take me on a trip I'd like to go some day
Take me to New York, I'd love to see LA
I really want to come kick it with you
You'll be my American boy

[Interlude: Estelle]
Tell 'em wagwan, blud!

[Verse 3: Kanye West]
Who killing them in the UK?
Everybody going to say ""You, K!""
Reluctantly, because most of this press don't fuck with me
Estelle once said to me, ""Cool down, down
Don't act a fool now, now.""
I always act a fool oww, oww
Ain't nothing new now, now
He crazy, I know what you thinking
Ribena, I know what you're drinking
Rap singer, chain blinger
Holler at the next chick soon as you're blinking
What's your persona about this Americana rhymer?
Am I shallow ‘cause all my clothes designer?
Uh, dressed smart like a London bloke
Before he speak his suit bespoke
And you thought he was cute before
Look at this pea coat, tell me he's broke
And I know you ain't into all that
I heard your lyrics, I feel your spirit
But I still talk that ca-a-ash
'Cause a lot of wags want to hear it
And I'm feeling like Mike at his baddest
Like The Pips at their gladdest
And I know they love it
So to hell with all that rubbish

[Bridge: Estelle]
Would you be my love, my love?
Could you be mine?
Would you be my love, my love?
Could you be mine?
Could you be my love, my love?
Ooh, would you be my American boy, American boy?

[Hook 2: Estelle]
Take me on a trip, I'd like to go some day
Take me to Chicago, San Francisco bay
I really want to come kick it with you
You'll be my American boy, American boy

[Outro: Estelle]
Take me on a trip I'd like to go some day
Take me to New York, I'd love to see LA (See LA)
I really want to come kick it with you
You'll be my American boy, American boy
La, la la, la la, eya (La la)
La, la la, la la, eya (Ooh, ooh)
La, la la, la la, eya
Will you be my American boy?"
6,Apologize,"('Timbaland', 'OneRepublic')","['Greg Wells', 'Ryan Tedder', 'Timbaland']",91887,5,2008,"[Verse 1]
I'm holding on your rope, got me ten feet off the ground
And I'm hearing what you say, but I just can't make a sound
You tell me that you need me, then you go and cut me down
But wait
You tell me that you're sorry, didn't think I'd turn around
And say (that)

[Chorus]
It's too late to apologize, it's too late
I said it's too late to apologize, it's too late

[Verse 2]
I'd take another chance, take a fall, take a shot for you, oh, oh
I need you like a heart needs a beat, but it's nothing new
Yeah, yeah
I loved you with a fire red, now it's turning blue
And you say
Sorry like the angel Heaven let me think was you
But I'm afraid

[Chorus]
It's too late to apologize, it's too late
I said it's too late to apologize, it's too late
Oh, oh
It's too late to apologize, it's too late
I said it's too late to apologize, it's too late
It's too late to apologize, yeah
I said it's too late to apologize, yeah

[Outro]
I'm holding on your rope, got me ten feet off the ground"
7,Better In Time,"('Leona Lewis',)",['J.R. Rotem'],56212,53,2008,"[Verse 1]
It's been the longest winter without you
I didn't know where to turn to
See, somehow I can't forget you
After all that we've been through

[Pre-Chorus]
Going, coming
Thought I heard a knock
Who's there? No one
Thinking that I deserve it
Now I realize that I really didn't know
If you didn't notice, you mean everything
Quickly I'm learning to love again
All I know is I'mma be okay

[Chorus]
Thought I couldn't live without you
It's gonna hurt when it heals too (oh, yeah)
It'll all get better in time
And even though I really love you
I'm gonna smile 'cause I deserve to
It'll all get better in time

[Verse 2:]
I couldn't turn on the TV
Without something there to remind me
Was it all that easy
To just put aside your feelings?

[Pre-Chorus: Leona Lewis]
If I'm dreaming, don't wanna laugh
Hurt my feelings, but that's the path
I believe in, and I know that time will heal it
If you didn't notice, boy, you meant everything
Quickly I'm learning to love again
All I know is I'mma be okay

[Chorus: Leona Lewis]
Thought I couldn't live without you
It's gonna hurt when it heals, too (oh, yeah)
It'll all get better in time
And even though I really love you
I'm gonna smile 'cause I deserve to
It'll all get better in time

[Bridge: Leona Lewis]
Since there's no more you and me (no more you and me)
It's time I let you go so I can be free
And live my life how it should be (and I know, and I know)
No matter how hard it is, I'll be fine without you
Yes, I will!

[Chorus: Leona Lewis]
Thought I couldn't live without you
It's gonna hurt when it heals, too
It'll all get better in time
And even though I really loved you
I'm gonna smile 'cause I deserve to, yes I do
It'll all get better in time
Thought I couldn't live without you
It's gonna hurt when it heals, too (yeah)
It'll all get better in time
And even though I really loved you
Gonna smile 'cause I deserve to"
8,Big Girls Don't Cry,"('Fergie',)",[],0,78,2008,
9,Bleeding Love,"('Leona Lewis',)",['Ryan Tedder'],197632,2,2008,"[Verse 1]
Closed off from love, I didn't need the pain
Once or twice was enough and it was all in vain
Time starts to pass, before you know it you're frozen
But something happened for the very first time with you
My heart melted to the ground
Found something true
And everyone's looking round thinking I'm going crazy

[Pre-Chorus]
But I don't care what they say, I'm in love with you
They try to pull me away, but they don't know the truth
My heart's crippled by the vein that I keep on closing
You cut me open and I

[Chorus]
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open

[Verse 2]
Trying hard not to hear, but they talk so loud
Their piercing sounds fill my ears, try to fill me with doubt
Yet I know that their goal is to keep me from falling
But nothing's greater than the risk
That comes with your embrace
And in this world of loneliness, I see your face
Yet everyone around me thinks that I'm going crazy
Maybe, maybe

[Pre-Chorus]
But I don't care what they say, I'm in love with you
They try to pull me away, but they don't know the truth
My heart's crippled by the vein that I keep on closing
You cut me open and I

[Chorus]
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open

[Bridge]
And it's draining all of me
Though they find it hard to believe
I'll be wearing these scars for everyone to see

[Pre-Chorus]
But I don't care what they say, I'm in love with you
They try to pull me away, but they don't know the truth
My heart's crippled by the vein that I keep on closing
You cut me open and I

[Chorus]
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
(Ooh, you cut me open and I)
Keep bleeding
Keep, keep bleeding love
I keep bleeding (Oohhh)
I keep, keep bleeding love
Keep bleeding (I keep...)
Keep, keep bleeding love

[Outro]
Ooh, you cut me open and I
Keep bleeding
Keep, keep bleeding love"
