,Song Title,Artists,Producers,Genius ViewCount,Song Rank,Year,Lyrics
0,#Beautiful,"('Mariah Carey', 'Miguel')","['Happy Perez', 'Miguel', 'Mariah Carey']",359945,81,2013,"[Intro: Mariah Carey]
Ah, ah, you’re beautiful (Yeah)
Ah, ah, you’re beautiful

[Verse 1: Miguel]
Hop on the back of my bike
Let the good wind blow through your hair
With an ass like that and a smile so bright
Oh, you’re killing me, you know it ain’t fair, yeah
Ride on through the middle of the night
Let the moonlight kiss your skin
When you dance like that, your jeans so tight
Oh, you’re killing me, baby, do it again, yeah

[Chorus: Miguel & Both]
You’re beautiful
And your mind is fucking beautiful
And I can’t pretend
That doesn’t mean a thing to me, to me, yeah
You’re beautiful
Good Lord, you’re fucking beautiful
And I can’t pretend
That doesn’t mean a thing to me, to me, yeah, yeah

[Verse 2: Mariah Carey]
I like when you run red lights
Don’t stop ’til you thrill me, oh, how you thrill me
Always in control, how you do it, I don’t know
But I don’t care, take me anywhere

[Chorus: Mariah Carey & Both]
‘Cause it’s beautiful
Oh, you make me feel undressable
And I can’t pretend
That doesn’t mean a thing to me, to me, oh yeah
You’re beautiful
And your mind is fucking beautiful
And I can’t pretend
That that doesn’t mean a thing to me, to me, yes
You’re beautiful
Good Lord, you’re fucking beautiful (so beautiful)
And I can’t pretend
That doesn’t mean a thing to me, to me, yeah, yeah

[Outro: Mariah Carey & Miguel]
Ah, ah, you’re beautiful
Ah, ah, you’re beautiful
You don’t know what you’re doing, darling
Ah, ah, you’re beautiful
Hop on back my bike, darling
Oh-oh, I'll take you
Ah, ah, you’re beautiful
Don’t you worry, darling
Ah, ah, you’re beautiful"
1,#thatPOWER,"('will.i.am', 'Justin Bieber')","['DJ Ammo', 'will.i.am']",210301,95,2013,"[Instrumental break]

[Pre-Chorus: Justin Bieber]
And oh, I'm alive, I'm alive, I'm alive
And oh, I can fly, I can fly, I can fly
And oh, I'm alive, I'm alive, I'm alive
And I'm lovin' every second, minute, hour, bigger, better, stronger, power

[Chorus: will.i.am]
I got that power
I got that power
I got that power
Power, power, power

[Verse 1: will.i.am]
They call me Will-A, stay so cool I'm chilly
I done made that milli' on my way to that billi'
Used to have a piggy bank, but now I got that bigger bank
Who who cares what the haters think?
They hatin' on me cause I'm doin' what they can't
I stay on that hustle, I flex that mental muscle
Hate to bust your bubble, I'm on that other level
I'ma take it higher and high, high and higher
I stay in fly attire, keep burnin' like that fire

[Pre-Chorus: Justin Bieber]
And oh, I'm alive, I'm alive, I'm alive
And oh, I can fly, I can fly, I can fly
And oh, I'm alive, I'm alive, I'm alive
And I'm lovin' every second, minute, hour, bigger, better, stronger, power

[Chorus: will.i.am]
I got that power
I got that power
I got that power
Power, power, power

[Verse 2: will.i.am]
Y-y-y-yes y'all, feelin' funky fresh y'all
Work to be the best y'all, work good under pressure
Been through all that stress y'all, get this off my chest y'all
Made it out them projects with this project, that's progress y'all
I did it for my momma, I told her when I was younger
That I'ma be that number, one, yup I'll be that number one
I take it higher and high, high and higher
I stay and buy attire, keep burnin' like that fire

[Bridge: will.i.am]
Whatever doesn't kill ya, only makes you stronger
So I'ma get stronger
Comin' like a batterram, batterram, I'm knockin'-knockin' down the door again, door again
Comin' like a batterram, batterram, I'm knockin'-knockin' down the door again, door again

[Pre-Chorus: Justin Bieber]
And oh, I'm alive, I'm alive, I'm alive
And oh, I can fly, I can fly, I can fly
And oh, I'm alive, I'm alive, I'm alive
And I'm lovin' every second, minute, hour, bigger, better, stronger, power

[Chorus: will.i.am]
I got that power
I got that power
I got that power
Power, power, power

[Outro: Justin Bieber]
And I'm lovin' every second, minute, hour
Bigger, better, stronger, power
And I'm lovin' every second, minute, hour
Bigger, better, stronger, power"
2,22,"('Taylor Swift',)","['Shellback', 'Max Martin']",203156,71,2013,"[Verse 1]
It feels like a perfect night
To dress up like hipsters
And make fun of our exes, uh-uh, uh-uh
It feels like a perfect night
For breakfast at midnight
To fall in love with strangers, uh-uh, uh-uh

[Pre-Chorus]
Yeah
We're happy, free, confused, and lonely at the same time
It's miserable and magical, oh, yeah
Tonight's the night when we forget about the deadlines
It's time, oh-oh

[Chorus]
I don't know about you, but I'm feeling 22
Everything will be alright if you keep me next to you
You don't know about me, but I'll bet you want to
Everything will be alright if we just keep dancing like we're
22, 22

[Verse 2]
It seems like one of those nights
This place is too crowded
Too many cool kids, uh-uh, uh-uh
(Who's Taylor Swift, anyway? Ew)
It seems like one of those nights
We ditch the whole scene
And end up dreaming
Instead of sleeping

[Pre-Chorus]
Yeah
We're happy, free, confused, and lonely in the best way
It's miserable and magical, oh, yeah
Tonight's the night when we forget about the heartbreaks
It's time, oh-oh

[Chorus]
(Hey!)
I don't know about you, but I'm feeling 22
Everything will be alright (ooh) if you keep me next to you
You don't know about me, but I'll bet you want to
Everything will be alright if (alright)
We just keep dancing like we're 22 (oh, oh, oh, oh, oh)
22 (I don't know about you)
22, 22

[Bridge]
It feels like one of those nights
We ditch the whole scene
It feels like one of those nights
We won't be sleeping
It feels like one of those nights
You look like bad news
I gotta have you
I gotta have you
Ooh, ooh, yeah

[Chorus]
(Hey!)
I don't know about you
But I'm feeling 22
Everything will be alright if (ooh) you keep me next to you
You don't know about me
But I'll bet you want to
Everything will be alright if we just keep dancing like we're
22 (whoa, oh)
22 (dancing like)
22 (yeah, yeah), 22, (yeah, yeah, yeah)

[Outro]
It feels like one of those nights
We ditch the whole scene
It feels like one of those nights
We won't be sleeping
It feels like one of those nights
You look like bad news
I gotta have you
I gotta have you"
3,Adorn,"('Miguel',)",['Miguel'],393962,84,2013,"[Music Video Intro]
Hello, I am your subconscious
Don't be afraid
I am yours and yours alone
I am the projector and you are the projection
And I am always supreme

[Intro]
She's art dealer chic
Would you be my friend, my freak?
She's art dealer chic (yeah)
Would you be my friend, my freak?

[Verse 1]
These lips, can't wait to taste your skin, baby
And these eyes, I can't wait to see your grin, (ooh ooh baby)

[Chorus 1]
Just let my love, Just let my love adorn you (please baby)
And you gotta know, you gotta know
You know that I adore you (yeah baby)

[Verse 2]
Baby these fists, will always protect ya, lady
And this mind, will never neglect you, (yeah baby)
And if they try to break us down (oo-ooh)
Don't let that affect us, no baby

[Chorus 2]
You just gotta let my love
Let my love, let my love adorn you
Ahh, le-le-le-let it dress you down
You gotta know, you gotta know
Know that I adore you
Just that, baby
Oh, let my love adorn you, baby
Don't you ever, don't you let nobody tell you different, baby
I'll always adore you, you gotta know now
You gotta know na-nah-now, yeah

[Bridge]
Oh yeah
The same way that the stars adorn the skies, yeah
(Every night babe)
Now look up sugar (Every night babe)
Now hey hey hey
The same way that my whole world's in your eyes (when I look in your eyes babe)
Oooh and it's time now (It's time babe)

[Chorus 3]
Just let, let my love (do you baby!)
Hey, le-le-le-let it dress you down
You got to know baby, oh you got to know
That I adorn you, yeah
Oh love ain't never looked so good on ya

[Outro]
Oh, put it on, baby
Let my love adorn... You"
4,Applause,"('Lady Gaga',)","['Dino Zisis', 'Nick Monson', 'Lady Gaga', 'DJ White Shadow']",367927,37,2013,"[Verse 1]
I stand here waiting for you to bang the gong
To crash the critic saying, “Is it right or is it wrong?”
If only fame had an IV
Baby, could I bear being away from you
I found the vein, put it in here

[Pre-Chorus]
I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

[Chorus]
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch (Make it real loud)

[Post-Chorus]
A-P-P-L-A-U-S-E (Make it real loud)
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
Put your hands up, make 'em touch, touch

[Verse 2]
I've overheard your theory “Nostalgia's for geeks”
I guess sir if you say so
Some of us just like to read
One second I'm a Koons, then suddenly the Koons is me
Pop culture was in art, now art’s in pop culture, in me

[Pre-Chorus]
I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

[Chorus]
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch (Make it real loud)

[Post-Chorus]
A-P-P-L-A-U-S-E (Make it real loud)
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
Put your hands up, make 'em touch, touch

[Bridge]
Woo...
Touch, touch
Woo...
Touch, touch, now...
Woo-oh-oh-oh...

[Pre-Chorus]
I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

[Chorus]
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch (Make it real loud)

[Post-Chorus]
A-P-P-L-A-U-S-E (Make it real loud)
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
Put your hands up, make 'em touch, touch

[Outro]
A-R-T-P-O-P"
5,Bad,"('Wale', 'Tiara Thomas Or Rihanna')","['Kelson Camp', 'Tiara Thomas']",3618396,59,2013,"[Intro: Wale]
Monogamy or whatever you call it
I'm startin' to think it ain't for er'ybody
Most of us is rushin' into it anyways
You know what I'm sayin'?
You ain't rushin' for love, and I ain't up here to judge
Let's neglect the what if's
And make it do what it does, let's get it

[Hook: Tiara Thomas]
Is it bad that I never made love?
No, I never did it
But I sure know how to fuck
I'll be your bad girl, I'll prove it to ya
I can't promise that I'll be good to ya
'Cause I had some issues
I won't commit, no, not havin' it
But at least I can admit
That I'll be bad, no, to you (to you)
Yeah, I'll be good in bed
But I'll be bad to you
Bad that I never made love
No, I never did it
But I sure know how to fuck
(Let's get it!)

[Verse 1: Wale]
Bad girls ain't no good, and the good girls ain't no fun
And the hood girls want a smart nigga
College girls all want a thug
So it seems that we fiend what we don't need
Got a thing for a queen who know when to leave
I ain't bout to judge you, don't judge me
You ain't gotta really sing about your rap sheet
'Cause I heard you (bad, nooo)
In the literal sense I mean that
Rough sex, sayin' I love ya
But to kiss them is sayin' you mean that (bad, nooo)
I know, I just be callin' her mean-ass
Oh the irony, got the bomb indeed
But the problem is probably a deep past
Still I'm feelin' of somethin' I need bad
Thinkin' if I get her, I get her to need this
I don't need emotions to open your deep sea
I conceive an ocean by goin' between legs
Beg? Nope—bed, floor, dope; go for it, couch now
Slow motion around, put it down
Lord knows she was gone ‘fore the morn', hold up

[Hook: Tiara Thomas]
Is it bad that I never made love?
No, I never did it
But I sure know how to fuck
I'll be your bad girl, I'll prove it to ya
I can't promise that I'll be good to ya
'Cause I had some issues
I won't commit, no, not havin' it
But at least I can admit
That I'll be bad, no, to you (to you)
Yeah, I'll be good in bed
But I'll be bad to you
(Yeah, let me tell you 'bout her, look!)

[Verse 2: Wale]
She hurt feelings, she break hearts
She stay quiet, she play smart
She take pride in goin' out
And gettin' hollered at and sayin' nah
She no saint, but she don't pose
She don't wear make-up by the boatload
Ridin' through lake shore with the nose up
She don't really date much, but it slows her up
She got haters, but we all do
Heard you're winter-time cold, shawty, fall through
Baby, look at they approach, how they court you
All those minds games, nevermind, 'cause they all lose
(Bad, nooo) In the physical sense I mean that
I ain't tryna kiss up, suck up, feed gas
I ain't like them nigga you suckin' your teeth at, nope
Play big, trust me I'll humble yo' mean-ass
Look, shawty is actually in prevent
'Cause the one in front of her is workin' with deep threat
Yep—bed, floor, couch, more
More, shower, Lord, perm, done
Love? Nah, called in the morn'
Cell number wasn't on, goddamn!

[Hook: Tiara Thomas]
Is it bad that I never made love?
No, I never did it
But I sure know how to fuck
I'll be your bad girl, I'll prove it to ya
I can't promise that I'll be good to ya
'Cause I had some issues
I won't commit, no, not havin' it
But at least I can admit
That I'll be bad, no, to you (to you)
Yeah, I'll be good in bed
But I'll be bad to you
Bad that I never made love
No, I never did it
But I sure know how to fuck

[Produced by Kelson and Tiara Thomas]"
6,Beauty And A Beat,"('Justin Bieber', 'Nicki Minaj')","['Max Martin', 'Zedd']",488961,42,2013,"[Intro: Nicki Minaj]
Yeah, Young Money, Nicki Minaj, Justin, rrr

[Verse 1: Justin Bieber]
Show you off
Tonight, I wanna show you off (Ayy-ayy-ayy)
What you got
A billion could've never bought (Ayy-ayy-ayy)

[Pre-Chorus: Justin Bieber]
We gonna party like it's 3012 tonight
I wanna show you all the finer things in life
So just forget about the world, we young tonight
I'm coming for ya, I'm coming for ya

[Chorus: Justin Bieber]
'Cause all I need is a beauty and a beat
Who can make my life complete
It's all 'bout you
When the music makes you move
Baby, do it like you do

[Verse 2: Justin Bieber]
Body rock
Girl, I can feel your body rock (Ayy-ayy-ayy)
Take a bow
You're on the hottest ticket now, ooh (Ayy-ayy-ayy)

[Pre-Chorus: Justin Bieber]
We gonna party like it's 3012 tonight
I want to show you all the finer things in life
So just forget about the world, we young tonight
I'm coming for ya, I'm coming for ya

[Chorus: Justin Bieber]
'Cause all I need is a beauty and a beat
Who can make my life complete
It's all 'bout you
When the music makes you move
Baby, do it like you do

[Verse 3: Nicki Minaj]
Uh, uh
In time, ink lines
Bitches couldn't get on my incline
World tours, it's mine
Ten little letters on a big sign
Justin Bieber, you know I'ma hit 'em with the ether
Buns out, weiner, but I gotta keep an eye out for Selener
Beauty, beauty and the beast
Beauty from the East
Beautiful confessions of the priest
Beast, beauty from the streets, beat will get deceased
Every time Beauty on the beat

[Break: Justin Bieber & Nicki Minaj]
Body rock (Yeah, yeah, yeah)
Girl, I wanna feel your body rock (Let's go, let's go)

[Chorus: Justin Bieber]
'Cause all (All I need is love), I need is a beauty and a beat
Who can make my life complete (Whoa-oh-oh)
It's all 'bout you (All I need is you)
When the music makes you move
Baby, do it like you do"
7,Berzerk,"('Eminem',)",['Rick Rubin'],2767916,67,2013,"[Verse 1: Eminem]
Now this shit's about to kick off, this party looks wack
Let's take it back to straight hip-hop and start it from scratch
I'm 'bout to bloody this track up, everybody get back
That's why my pen needs a pad, 'cause my rhymes on the rag
Just like I did with addiction, I'm 'bout to kick it
Like a magician, critics I turn to crickets
Got 'em still on the fence whether to picket
But quick to get it impaled when I tell 'em, ""Stick it!""
So sick, I'm looking pale—wait, that's my pigment
'Bout to go ham, ya bish, shout out to Kendrick
Let's bring it back to that vintage Slim, bitch!
The art of MCing mixed with da Vinci and MC Ren
And I don't mean Stimpy's friend, bitch
Been Public Enemy since you thought PE was gym, bitch

[Pre-Chorus: Eminem]
Kick your shoes off, let your hair down
(And go berserk) All night long
Grow your beard out, just weird out
(And go berserk) All night long

[Chorus 1: Eminem & Billy Squier]
We're gonna rock this house until we knock it down
So turn the volume loud
'Cause it's mayhem 'til the A.M.
So, baby, make just like K-Fed
And let yourself go, let yourself go
Say, ""Fuck it!"" before we kick the bucket
Life's too short to not go for broke
So everybody, everybody (Go berserk)
Grab your vial, yeah

[Verse 2: Eminem]
Guess it's just the way that I'm dressed, ain't it?
Khakis pressed, Nike shoes crispy and fresh laced
So I guess it ain't that aftershave
Or cologne that made 'em just faint
Plus I showed up with a coat fresher than wet paint
So if love is a chess game, check mate
But girl, your body's bangin', jump me in, dang, bang-bang
Yes siree 'Bob', I was thinking the same thang
So come get on this Kid's rock, baw with da baw, dang-dang
Pow-p-p-p-pow, chica, pow, chica, wow-wow
Got your gal blowin' up a valve, v-v-valve-valve
Ain't slowin' it down, throw in the towel, t-t-towel-towel
Dumb it down, I don't know how, huh-huh, how-how
At least I know that I don't know
Question is, are you bozos smart enough to feel stupid?
Hope so, now ho

[Pre-Chorus: Eminem]
Kick your shoes off, let your hair down
(And go berserk) All night long
Grow your beard out, just weird out
(And go berserk) All night long

[Chorus 2: Eminem & Billy Squier]
We're gonna rock this house until we knock it down
So turn the volume loud
'Cause it's mayhem 'til the A.M.
So crank the bass up like crazy
And let yourself go, let yourself go
Say, ""Fuck it!"" before we kick the bucket
Life's too short to not go for broke
So everybody, everybody (Go berzerk)
Get your vinyls

[Scratch]

[Verse 3: Eminem]
And they say that love is powerful as cough syrup in styrofoam
All I know is I fell asleep and woke up in that Monte Carlo
With the ugly Kardashian, Lamar, oh
Sorry, yo—we done both set the bar low
Far as hard drugs are though, that's the past
But I done did enough codeine to knock Future into tomorrow
And girl, I ain't got no money to borrow
But I am tryin' to find a way to get you alone: car note
Oh, Marshall Mathers
Shithead with a potty mouth, get the bar of soap lathered
Kangol's and Carheartless Cargos
Girl, you're fixin' to get your heart broke
Don't be absurd, ma'am, you birdbrain, baby
I ain't called anybody baby since Birdman, unless you're a swallow (Ha-ha!)
Word, Rick? Word, man, you heard
But don't get discouraged, girl
This is your jam, unless you got toe jam

[Pre-Chorus: Eminem]
Kick your shoes off, let your hair down
(And go berserk) All night long
Grow your beard out, just weird out
(And go berserk) All night long

[Chorus 1: Eminem & Billy Squier]
We're gonna rock this house until we knock it down
So turn the volume loud
'Cause it's mayhem 'til the A.M.
So, baby, make just like K-Fed
And let yourself go, let yourself go
Say, ""Fuck it!"" before we kick the bucket
Life's too short to not go for broke
So everybody, everybody (Go berserk)
Grab your vial, yeah

[Chorus 2: Eminem & Billy Squier]
We're gonna rock this house until we knock it down
So turn the volume loud
'Cause it's mayhem 'til the A.M.
So crank the bass up like crazy
And let yourself go, let yourself go
Say, ""Fuck it!"" before we kick the bucket
Life's too short to not go for broke
So everybody, everybody (Go berzerk)
Get your vinyls"
8,Best Song Ever,"('One Direction',)","['Matt Rad', 'John Ryan', 'Julian Bunetta']",173632,74,2013,"[Verse 1: Harry]
Maybe it's the way she walked
Straight into my heart and stole it
Through the doors and past the guards
Just like she already owned it

[Pre-Chorus: Zayn]
I said, ""Can you give it back to me?""
She said, ""Never in your wildest dreams""

[Chorus: All]
And we danced all night to the best song ever
We knew every line now I can't remember
How it goes but I know that I won't forget her
'Cause we danced all night to the best song ever
I think it went oh, oh, oh
I think it went yeah, yeah, yeah
I think it goes

[Verse 2: Liam & Harry & Niall]
Said her name was Georgia Rose
And her daddy was a dentist
Said I had a dirty mouth (I got a dirty mouth)
But she kissed me like she meant it

[Pre-Chorus: Niall]
I said, ""Can I take you home with me?""
She said, ""Never in your wildest dreams""

[Chorus: All]
And we danced all night to the best song ever
We knew every line now I can't remember
How it goes but I know that I won't forget her
'Cause we danced all night to the best song ever
I think it went oh, oh, oh
I think it went yeah, yeah, yeah
I think it goes

[Bridge: Louis & Zayn & Harry]
You know, I know, you know I'll remember you
And I know, you know, I know you'll remember me
And you know, I know, you know I'll remember you
And I know, you know, I hope you'll remember how we danced, how we danced
1, 2 - 1, 2, 3

[Chorus: All & (Zayn) & Harry]
How we danced all night to the best song ever
(How we danced!)
We knew every line now I can't remember
(We knew every line)
How it goes but I know that I won't forget her
'Cause we danced all night to the best song ever
We danced, we danced
And it goes something like this
And we danced all night to the best song ever
We knew every line now I can't remember
How it goes but I know that I won't forget her
(I know that I won't forget her)
'Cause we danced all night to the best song ever
(Best song ever!)
I think it went oh, oh, oh
I think it went yeah, yeah, yeah
I think it goes

[Outro: Zayn]
Best song ever
It was the best song ever
It was the best song ever
It was the best song ever"
9,Blurred Lines,"('Robin Thicke', 'T.I. + Pharrell')",['The Neptunes'],4344717,2,2013,"[Intro: Pharrell & Robin Thicke]
Everybody get up, WOO!
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey

[Verse 1: Robin Thicke]
If you can't hear what I'm trying to say
If you can't read from the same page
Maybe I'm going deaf
Maybe I'm going blind
Maybe I'm out of my mind

[Pre-Chorus: Robin Thicke]
Ok, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature
Just let me liberate you
You don't need no papers
That man is not your maker
And that's why I'm gon' take a

[Chorus: Robin Thicke]
Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted
I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

[Verse 2: Robin Thicke]
What do they make dreams for
When you got them jeans on?
What do we need steam for?
You the hottest bitch in this place
I feel so lucky, you wanna hug me
What rhymes with hug me?
Hey!

[Pre-Chorus: Robin Thicke]
Ok, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature
Just let me liberate you
You don't need no papers
That man is not your maker
And that's why I'm gon' take a

[Chorus: Robin Thicke]
Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted
I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

[Verse 3: T.I.]
Hustle Gang Homie
One thing I ask of you
Lemme be the one you back that ass up to
From Malibu to Paris, boo
Had a bitch, but she ain't bad as you
So, hit me up when you pass through
I'll give you something big enough to tear your ass in two
Swag on 'em even when you dress casual
I mean, it's almost unbearable
In a hundred years not dare would I
Pull a Pharcyde, let you pass me by
Nothin' like your last guy, he too square for you
He don't smack that ass and pull your hair like that
So I'm just watching and waitin'
For you to salute the true big pimpin'
Not many women can refuse this pimping
I'm a nice guy, but don't get confused, this pimpin'

[Breakdown: Robin Thicke]
Shake your rump
Get down, get up-a
Do it like it hurt, like it hurt
What, you don't like work?
Hey!

[Verse 4: Robin Thicke]
Baby, can you breathe?
I got this from Jamaica
It always works for me
Dakota to Decatur
No more pretending
'Cause now you're winning
Here's our beginning
I always wanted a

[Chorus: Robin Thicke]
Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted
I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

[Bridge: Pharrell & Robin Thicke]
Everybody get up
Everybody get up
Everybody get up
Hey, Hey, Hey
Hey, Hey, Hey
Hey, Hey, Hey

[Outro: Pharrell & Robin Thicke]
Everybody get up, WOO!
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey"
