,Song Title,Artists,Producers,Genius ViewCount,Song Rank,Year,Lyrics
0,1-800-273-8255,"('Logic', 'Alessia Cara', 'Khalid')","['6ix', 'Logic']",7053813,84,2018,"[Pre-Chorus: Logic]
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine (Who can relate? Woo)
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

[Chorus: Logic]
I don't wanna be alive, I don't wanna be alive
I just wanna die today, I just wanna die
I don't wanna be alive, I don't wanna be alive
I just wanna die
And let me tell you why

[Verse 1: Logic]
All this other shit I'm talkin' 'bout, they think they know it
I've been praying for somebody to save me, no one's heroic
And my life don't even matter, I know it, I know it
I know I'm hurting deep down, but can't show it
I never had a place to call my own
I never had a home, ain't nobody callin' my phone
Where you been? Where you at? What's on your mind?
They say every life precious but nobody care about mine

[Pre-Chorus: Logic]
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine (Who can relate? Woo)
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

[Chorus: Logic]
I want you to be alive, I want you to be alive
You don't gotta die today, you don't gotta die
I want you to be alive, I want you to be alive
You don't gotta die, now let me tell you why

[Verse 2: Alessia Cara]
It's the very first breath when your head's been drowning underwater
And it's the lightness in the air when you're there chest-to-chest with a lover
It's holding on, though the road's long, seeing light in the darkest things
And when you stare at your reflection, finally knowing who it is
I know that you'll thank God you did

[Verse 3: Logic]
I know where you been, where you are, where you goin'
I know you're the reason I believe in life
What's the day without a little night?
I'm just tryna shed a little light
It can be hard
It can be so hard
But you gotta live right now
You got everything to give right now

[Pre-Chorus: Logic]
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine (Who can relate? Woo)
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

[Chorus: Logic]
I finally wanna be alive, I finally wanna be alive
I don't wanna die today, I don't wanna die
I finally wanna be alive, I finally wanna be alive
I don't wanna die, I don't wanna die

[Outro: Khalid]
Pain don't hurt the same, I know
The lane I travel feels alone
But I'm moving 'til my legs give out
And I see my tears melt in the snow
But I don't wanna cry, I don't wanna cry anymore
I wanna feel alive, I don't even wanna die anymore
Oh, I don't wanna
I don't wanna
I don't even wanna die anymore"
1,All The Stars,"('Kendrick Lamar', 'SZA')","['Al Shux', 'Sounwave']",1823682,47,2018,"[Pre-Chorus: Kendrick Lamar]
Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you? (Haunt)
I know the feeling haunt you (Haunt)

[Chorus: SZA]
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer

[Verse 1: Kendrick Lamar]
Tell me what you gon' do to me
Confrontation ain't nothin' new to me
You can bring a bullet, bring a sword, bring a morgue
But you can't bring the truth to me
Fuck you and all your expectations
I don't even want your congratulations
I recognize your false confidence
And calculated promises all in your conversation
I hate people that feel entitled
Look at me crazy 'cause I ain't invite you
Oh, you important?
You the moral to the story? You endorsin'?
Mothafucka, I don't even like you
Corrupt a man's heart with a gift
That's how you find out who you dealin' with
A small percentage who I'm buildin' with
I want the credit if I'm losin' or I'm winnin'
On my momma, that's the realest shit

[Pre-Chorus: Kendrick Lamar]
Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you? (Haunt)
I know the feeling haunt you (Haunt)

[Chorus: SZA]
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer

[Verse 2: SZA]
Skin covered in ego
Get to talkin', I get involved, like a rebound
No control, no off switch
And the way that you bringin' me down
It's a turn on, get it away from me
Know you mean wrong, keep away from me
And it's all wrong, get it away from me, yeah
I just cry for no reason
I just pray for no reason
I give thanks for the life, for the day
For the hours and another life breathin'
I did it all 'cause it feel good
You'd leave it all if it feel bad
Better live your life, we were runnin' out of time

[Pre-Chorus: Kendrick Lamar & SZA]
Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you? (Haunt)
I know the feeling haunt you (Haunt)

[Chorus: SZA]
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer"
2,Back To You,"('Selena Gomez',)","['Trackside', 'Ian Kirkpatrick']",1293651,41,2018,"[Verse 1]
Took you like a shot
Thought that I could chase you with a cold evenin'
Let a couple years water down how I’m feelin' about you
(Feelin' about you)
And every time we talk
Every single word builds up to this moment
And I gotta convince myself I don’t want it
Even though I do (even though I do)

[Pre-Chorus]
You could break my heart in two
But when it heals, it beats for you
I know it's forward, but it's true

[Chorus]
I wanna hold you when I'm not supposed to
When I'm lyin' close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again, I know I’d go back to you

[Post-Chorus]
I know I’d go back to you, oh
I know I'd go back to you

[Verse 2]
We never got it right
Playin’ and replayin' old conversations
Overthinkin' every word and I hate it
'Cause it’s not me ('cause it's not me, 'cause it's not me)
And what's the point in hidin'?
Everybody knows, we got unfinished business
And I'll regret it if I didn't say
This isn't what it could be (isn't what it could be)

[Pre-Chorus]
You could break my heart in two
But when it heals, it beats for you
I know it's forward, but it's true

[Chorus]
I wanna hold you when I'm not supposed to
When I'm lyin' close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again, I know I'd go back to you

[Post-Chorus]
I know I'd go back to you
I know I'd go back to you
I'd go back to you
I'd go back to you
I know I said I wasn't sure
But I'd go back to you
I know I'd go back to you

[Bridge]
You can break my heart in two
But when it heals, it beats for you
I know it's forward, but it's true
Won't lie, I'd go back to you
You know, my thoughts are runnin' loose
It's just a thing you make me do
And I could fight, but what's the use?
I know I'd go back to you

[Chorus]
I wanna hold you when I'm not supposed to
When I'm lyin' close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again, I know I'd go back to you

[Post-Chorus]
I'll go back to you
I'll go back to you
I know I'd go back to you
I'd go back to you, I'd go back to you
I know I'd go back to you
(Go back to you, go back to you)
(Go back to you, go back to you)
(Go back to you, go back to you)"
3,Bad At Love,"('Halsey',)","['Rogét Chahayed', 'Ricky Reed']",1055908,27,2018,"[Verse 1]
Got a boy back home in Michigan
And he tastes like Jack when I'm kissing him
So I told him that I never really liked his friends
Now he's gone and he's calling me a bitch again
There's a guy that lives in the garden state
And he told me that we'd make it 'til we graduate
So I told him that the music would be worth the wait
But he wants me in the kitchen with a dinner plate

[Pre-Chorus]
I believe, I believe, I believe, I believe that we're meant to be
But jealousy, jealousy, jealousy, jealousy get the best of me
Look, I don't mean to frustrate, but I
Always make the same mistakes, yeah
Always make the same mistakes 'cause

[Chorus]
I'm bad at love (Ooh-ooh)
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one (Ooh-ooh)
That could finally fix me
Lookin' at my history
I'm bad at love

[Verse 2]
Got a girl with California eyes
And I thought that she could really be the one this time
But I never got the chance to make her mine
Because she fell in love with little thin white lines
London girl with an attitude
We never told no one, but we look so cute
Both got way better things to do
But I always think about it when I'm riding through

[Pre-Chorus]
I believe, I believe, I believe, I believe that I'm in too deep
And jealousy, jealousy, jealousy, jealousy get the best in me
Look, I don't mean to frustrate, but I
Always make the same mistakes, yeah
Always make the same mistakes 'cause

[Chorus]
I'm bad at love (Ooh-ooh)
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one (Ooh-ooh)
That could finally fix me
Lookin' at my history
I'm bad at love

[Post-Chorus]
Oh, you know, you know, you know, you know
I'm bad at love (Ooh-ooh)
I'm bad at love (Ooh-ooh)

[Bridge]
I know that you're afraid I'm gonna walk away
Each time the feeling fades
Each time the feeling fades
I know that you're afraid I'm gonna walk away
Each time the feeling fades

[Chorus]
You know I'm bad at love (Ooh-ooh)
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one (Ooh-ooh)
That could finally fix me
Lookin' at my history
I'm bad at love (Ooh-ooh)

[Post-Chorus]
Oh, you know, you know, you know, you know
I'm bad at love (Ooh-ooh)
Oh, oh"
4,Bartier Cardi,"('Cardi B', '21 Savage')","['30 Roc', 'Cheeze Beatz']",2345963,61,2018,"[Intro: Cardi B & 21 Savage]
Bardi in a 'Rari, diamonds all over my body
(30, you a fool for this one)
Shinin' all over my body
Bardi, put that lil' bitch on molly, Bardi!
Bitch on molly (Cheeze)
21, diamonds all over my body
Fucked that bitch on molly (KSR)
Ask him if I'm 'bout it

[Chorus: Cardi B & 21 Savage]
Your bitch wanna party with Cardi
Cartier Bardi in a 'Rari (21)
Diamonds all over my body (Cardi)
Shinin' all over my body (My body)
Cardi got your bitch on molly
Bitch, you ain't gang, you lame
Bentley truck lane to lane, blow out the brain (21)
I go insane, insane
I drop a check on the chain, fuck up a check in the Flame
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (From what?)
Cardi put the pussy on Offset (Say what?)
Cartier, Cardi B brain on Offset (21)
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (21)
Cardi put the pussy on Offset (Cardi)
Cartier, Cardi B brain on Offset (Who's Cardi?)

[Verse 1: Cardi B]
Who get this motherfucker started? (Cardi)
Who took your bitch out to party? (Cardi)
I took your bitch and departed (Cardi)
Who that be fly as a Martian? (Cardi)
Who that on fleek in the cut? (Cardi)
Who got the bricks in the truck? (Cardi)
Them diamonds gon' hit like a bitch on a bitchy ass bitch
Bitch, you a wannabe Cardi
Red bottom MJ, moonwalk on a bitch
Moonwalkin' through your clique
I'm moonwalkin' in the 6
Sticky with the kick, moonrocks in this bitch
I'm from the motherfuckin' Bronx (Bronx)
I keep the pump in the trunk (Trunk)
Bitch, if you bad then jump (Jump)
Might leave your bitch in a slump (Your back)

[Chorus: Cardi B & 21 Savage]
Your bitch wanna party with Cardi
Cartier Bardi in a 'Rari (21)
Diamonds all over my body (Cardi)
Shinin' all over my body (My body)
Cardi got your bitch on molly
Bitch, you ain't gang, you lame
Bentley truck lane to lane, blow out the brain (21)
I go insane, insane
I drop a check on the chain, fuck up a check in the Flame
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (From what?)
Cardi put the pussy on Offset (Say what?)
Cartier, Cardi B brain on Offset (21)
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (21)
Cardi put the pussy on Offset (Cardi)
Cartier, Cardi B brain on Offset

[Verse 2: 21 Savage]
Your bitch wanna party with a Savage (21)
Saint Laurent Savage in an Aston (Yeah)
High end cars and fashion (21)
I don't eat pussy, I'm fastin' (On God)
I'm a Blood, my brother Crippin'
Bitch, I'm drippin', ho, you trippin'
Told the waitress, I ain't tippin'
I like hot sauce on my chicken (On God)
I pulled the rubber off and I put hot sauce on her titties (21)
I'm in a Bentley truck, she keep on suckin' like it's tinted (21)
All these VVSs, nigga, my sperm worth millions (On God)
The bitch so bad, I popped a molly 'fore I hit it (21, 21)

[Chorus: Cardi B & 21 Savage]
Your bitch wanna party with Cardi
Cartier Bardi in a 'Rari (21)
Diamonds all over my body (Cardi)
Shinin' all over my body (My body)
Cardi got your bitch on molly
Bitch, you ain't gang, you lame
Bentley truck lane to lane, blow out the brain (21)
I go insane, insane
I drop a check on the chain, fuck up a check in the Flame
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (From what?)
Cardi put the pussy on Offset (Say what?)
Cartier, Cardi B brain on Offset (21)
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (21)
Cardi put the pussy on Offset (Cardi)
Cartier, Cardi B brain on Offset (Who's Cardi?)

[Verse 3: Cardi B]
Step in this bitch in Givenchy (Cash)
Fuck up a check in Givenchy (Cash)
Boss out the coupe and them inches
I fuck up a bag at the Fendi, I fuck up a bag in a minute
Who you know drip like this?
Who you know built like this?
I'm poppin' shit like a dude
Pull up to pop at your crew, brrrt, poppin' at you (Woo)
They say you basic, I flooded the Rollie with diamonds
I flooded the Patek and bracelet
I got your bitch and she naked
Ice on the cake when I bake it
I'm switchin' lanes in the Range
Swap out the dick for the brain
Swap out your bitch for your main
Swap out the trap for the fame
Ice on them Cardi B Cartier frames, bitch

[Chorus: Cardi B & 21 Savage]
Your bitch wanna party with Cardi
Cartier Bardi in a 'Rari (21)
Diamonds all over my body (Cardi)
Shinin' all over my body (My body)
Cardi got your bitch on molly
Bitch, you ain't gang, you lame
Bentley truck lane to lane, blow out the brain (21)
I go insane, insane
I drop a check on the chain, fuck up a check in the Flame
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (From what?)
Cardi put the pussy on Offset (Say what?)
Cartier, Cardi B brain on Offset (21)
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (21)
Cardi put the pussy on Offset (Cardi)
Cartier, Cardi B brain on Offset (Who's Cardi?)"
5,Be Careful,"('Cardi B',)","['Frank Dukes', 'Boi-1da', 'Vinylz']",2218914,59,2018,"[Intro]
Yeah
Care for me, care for me, care for me, uh
Yeah, look

[Verse 1]
I wanna get married, like the Currys, Steph and Ayesha shit
But we more like Belly—Tommy and Keisha shit
Gave you TLC, you wanna creep and shit
Poured out my whole heart to a piece of shit
Man, I thought you would've learned your lesson
'Bout likin' pictures, not returnin' texts
I guess it's fine, man, I get the message
You still stutter after certain questions
You keep in contact with certain exes
Do you, though, trust me, nigga, it's cool, though
Said that you was workin', but you out here chasin' culo
And putas, chillin' poolside, livin' two lives
I could've did what you did to me to you a few times
But if I did decide to slide, find a nigga
Fuck him, suck his dick, you would've been pissed
But that's not my M.O., I'm not that type of bitch
And karma for you is gon' be who you end up with
You make me sick, nigga

[Chorus]
The only man, baby, I adore
I gave you everything, what's mine is yours
I want you to live your life of course
But I hope you get what you dyin' for
Be careful with me, do you know what you doin'?
Whose feelings that you're hurtin' and bruisin'?
You gon' gain the whole world
But is it worth the girl that you're losin'?
Be careful with me
Yeah, it's not a threat, it's a warnin'
Be careful with me
Yeah, my heart is like a package with a fragile label on it
Be careful with me

[Bridge]
Care for me, care for me
Always said that you'd be there for me, there for me
Boy, you better treat me carefully, carefully, look

[Verse 2]
I was here before all of this
Guess you actin' out now, you got an audience
Tell me where your mind is, drop a pin, what's the coordinates?
You might have a fortune, but you lose me, you still gon' be misfortunate, nigga
Tell me, this lust got you this fucked up in the head
You want some random bitch up in your bed?
She don't even know your middle name, watch her 'cause she might steal your chain
You don't want someone who loves you instead? I guess not though
It's blatant disrespect, you nothin' like the nigga I met
Talk to me crazy and you quick to forget
You even got me trippin', you got me lookin' in the mirror different
Thinkin' I'm flawed because you inconsistent
Between a rock and a hard place, the mud and the dirt
It's gon' hurt me to hate you, but lovin' you's worse
It all stops so abrupt, we started switchin' it up
Teach me to be like you so I can not give a fuck
Free to mess with someone else, I wish these feelings could melt
'Cause you don't care about a thing except your mothafuckin' self
You make me sick, nigga

[Chorus]
The only man, baby, I adore
I gave you everything, what's mine is yours
I want you to live your life of course
But I hope you get what you dyin' for
Be careful with me, do you know what you doin'?
Whose feelings that you're hurtin' and bruisin'?
You gon' gain the whole world
But is it worth the girl that you're losin'?
Be careful with me
Yeah, it's not a threat, it's a warnin'
Be careful with me
Yeah, my heart is like a package with a fragile label on it
Be careful with me"
6,Believer,"('Imagine Dragons',)","['Wolf Cousins', 'Imagine Dragons', 'Mattman & Robin']",4548250,100,2018,"[Verse 1]
First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second thing second
Don't you tell me what you think that I could be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

[Pre-Chorus]
I was broken from a young age
Taking my sulkin' to the masses
Writing my poems for the few
That look at me, took to me, shook at me, feelin' me
Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the...

[Chorus]
Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer

[Verse 2]
Third things third
Send a prayer to the ones up above
All the hate that you've heard has turned your spirit to a dove, oh-ooh
Your spirit up above, oh-ooh

[Pre-Chorus]
I was chokin' in the crowd
Building my rain up in the cloud
Falling like ashes to the ground
Hoping my feelings, they would drown
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...

[Chorus]
Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer

[Bridge]
Last things last
By the grace of the fire and the flames
You're the face of the future, the blood in my veins, oh-ooh
The blood in my veins, oh-ooh
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...

[Chorus]
Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer"
7,Better Now,"('Post Malone',)","['Louis Bell', 'Frank Dukes']",1529812,13,2018,"[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Verse 1]
I did not believe that it would end, no
Everything came second to the Benzo
You're not even speakin' to my friends, no
You knew all my uncles and my aunts though
Twenty candles, blow 'em out and open your eyes
We were lookin' forward to the rest of our lives
Used to keep my picture posted by your bedside
Now it's in your dresser with the socks you don't like
And I'm rollin', rollin', rollin', rollin'
With my brothers like it's Jonas, Jonas
Drinkin' Henny and I'm tryna forget
But I can't get this shit outta my head

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Verse 2]
I seen you with your other dude
He seemed like he was pretty cool
I was so broken over you
Life, it goes on, what can you do?
I just wonder what it's gonna take (What's it gonna take?)
Another foreign or a bigger chain (Bigger chain)
Because no matter how my life has changed
I keep on looking back on better days

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh

[Bridge]
I promise
I swear to you, I'll be okay
You're only the love of my life (Love of my life)

[Chorus]
You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh-oh"
8,Big Bank,"('YG', '2 Chainz', 'Big Sean', 'Nicki Minaj')",['Mustard'],902988,63,2018,"[Verse 1: YG]
My bitch drive a all white Range
Couldn't hit it if you niggas had aim
Lames can't call and you a lame
You had it then you lost it, Hall of Shame
I can buy a Bentley, don't talk to me
For a show 150, don't talk to me
You ain't never helped your mans, don't talk to me
You just follow all the trends, don't talk to me
Ayy, I set the bar, I'm the fuckin' bar
Look in the sky, I'm a fuckin' star
I don't fall in love 'cause I be lovin' hard
Do everything like my shirt, extra large
I don't care how I crash a Ghost
Got two cribs in two states, I be doing the most
I got white-folks money that I won't blow
And if you ask why, 'cause the white folks don't

[Chorus: YG & 2 Chainz]
Big bank take lil' bank, bank
Big bank take lil' bank, bank
Type of money you gon' need a safe
Type of money you gon' need a bank
From the hood, this type of money make you stay awake
Type of money, she gon' let you put it in her face
Big bank take lil' bank, bank (yeahhhhh)
Big bank take lil' bank, bank

[Verse 2: 2 Chainz]
Everything proper, no propaganda
Tropicana Goyard bandana
Big sack, a lotta hoes like Santa
Threw a birthday party in a Phantom
Big shit like a dinosaur did it
And you know Tity shinin' like acrylic
Yeah I sold dope, I had cornrows
I can you see niggas hatin' with the door closed
Now I'm lookin' for a glove with the sparkle on it
And my CBD got chocolate on it
Big bank take small-ass shit
Bank account on some tall-ass shit
Attitude on some ""Fuck you too""
Bankroll on ""What it do, boo?""
Meet me at the room at five
And if I ain't did it yet, I'll try

[Chorus: YG, YG & Big Sean]
Big bank take lil' bank, bank
Big bank take lil' bank, bank
Type of money you gon' need a safe
Type of money you gon' need a bank
From the hood, it's type of money make you stay awake
Type of money she gon' let you put it in her face
Big bank take lil' bank, bank
Big bank take lil' bank, bank

[Verse 3: Big Sean, Big Sean & LaBritney]
She said, ""Whatchu' gon do if I leave?""
I said, ""Bitch, I'ma do me""
B.I.G., bitch everything zoomed in (zoom)
Big bag on me lookin' like I'm movin' in (God!)
Got my foot in the door and we still here (here)
I'm a first generation millionaire (here)
I broke the curse in my family not having shit
I'm passionate like girls that's after more than just cash and dick
Feed me to the wolves, now I lead the pack and shit
You boys all cap, I'm more Colin Kaepernick
I'm rare as affordable health care (oh God)
Or going to wealth from welfare (Goddamn)
I turn my W's to M's, yeah, I flip those
I might buy her red bottoms with the crypto
Three coins, that'll pay ya whole semester (swerve, swerve)
But you gotta ride it better than a Tesla

[Chorus: YG & Big Sean]
Big bank take lil' bank, bank (lil' bitch)
Big bank take lil' bank, bank
Type of money you gon' need a safe
Type of money you gon' need a bank
From the hood, it's type of money make you stay awake
Type of money she gon' let you put it in her face
Big bank take lil' bank, bank
Big bank take lil' bank, bank

[Verse 4: Nicki Minaj]
Uh-oh! Back again
Back to back, Maybach, stack the Ms
Told em' I met Slim Shady, bagged a Em
Once he go black, he'll be back again
Tell them hoes that it's crunch time, abdomen
Yes, I cop mad Chanel and mad Given'
She did it again, imagine them
'Bout to make these bum bitches mad again
Uh-oh! Back to them
I lead the pack so my back's to them
Yup, the queen's back, what's happenin'?
Re-run, 'bout to make these bitches rap again
Uh, diamond chains on my ankle
Young Money in the cut like a shank, though
Tell T.I.P. rubber bands in my bankroll
Show my ass like a stank ho

[Chorus: YG]
Big bank take lil' bank
Big bank take lil' bank
Type of money you gon' need a safe
Type of money you gon' need a bank
From the hood, it's type of money make you stay awake
Type of money she gon' let you put it in her face
Big bank take lil' bank, bank
Big bank take lil' bank, bank"
9,Bodak Yellow,"('Cardi B',)","['Laquan Green', 'J. White Did It']",7782571,54,2018,"[Intro]
KSR
It's Cardi, ayy
Said I'm the shit, they can't fuck with me if they wanted to
I dont gotta dance

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves (Ayy, ayy)
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 1]
Now she say she gon' do what to who? Let's find out and see
Cardi B, you know where I'm at, you know where I be
You in the club just to party, I'm there, I get paid a fee
I be in and out them banks so much, I know they're tired of me
Honestly, don't give a fuck 'bout who ain't fond of me
Dropped two mixtapes in six months, what bitch working as hard as me?
I don't bother with these hoes, don't let these hoes bother me
They see pictures, they say, ""Goals,"" bitch, I'm who they tryna be
Look, I might just chill in some BAPE
I might just chill with your boo, I might just feel on your babe
My pussy feel like a lake
He wanna swim with his face, I'm like, ""Okay""
I'll let him get what he want, he buy me Yves Saint Laurent
And the new whip, when I go fast as a horse, I got the trunk in the front
I'm the hottest in the street, know you prolly heard of me
Got a bag and fixed my teeth, hope you hoes know it ain't cheap
And I pay my mama bills, I ain't got no time to chill
Think these hoes be mad at me, their baby father run a bill

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 2]
If you a pussy, you get popped, you a goofy, you a opp
Don't you come around my way, you can't hang around my block
And I just checked my accounts, turns out, I'm rich, I'm rich, I'm rich
I put my hand above my hip, I bet you dip, he dip, she dip
I say I get the money and go, this shit is hot like a stove
My pussy glitter is gold, tell that lil' bitch play her role
I just arrove in a Rolls, I just came up in a Wraith
I need to fill up the tank, no, I need to fill up the safe
I need to let all these hoes know that none of their niggas is safe
I go to dinner and steak, only the real can relate
I used to live in the P's, now it's a crib with a gate
Rollie got charms, look like Frosted Flakes
Had to let these bitches know, just in case these hoes forgot
I just run and check the mail, another check from Mona Scott

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves"
