,Song Title,Artists,Producers,Genius ViewCount,Song Rank,Year,Lyrics
0,679,"('Fetty Wap', 'Remy Boyz')",['Peoples'],3974994,21,2015,"[Produced by Peoples]

[Intro: Fetty Wap]
Yeaaah baby, 17
(RemyBoy Lifestyle)
Ay, ay, look

[Verse 1: Fetty Wap]
Baby girl, you're so damn fine, though
I'm tryna know if I could hit it from behind, though
I'm sipping on you like some fine wine, though
And when it's over, I press rewind though, ayy
You talking bands, girl, I got it
Benjamins all in my pocket
I traded in my Trues for some Robins
He playing Batman, Fetty's gon' rob him, ayy
I got a Glock in my 'Rari, ayy
17 shots, no .38
I got a Glock in my 'Rari
17 shots, no .38

[Chorus: Fetty Wap]
I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ayy, yeaaah baby

[Verse 2: Montana Bucks]
Uh, yeah, Monty
Tell me what you see
Is it money or it’s me?
I smoke twenty, smell the weed
I got hunnies in my V
They like, ""Monty, can you be my baby daddy?""
I’m like, ""Yeah""
I got Robins on my jeans
You see the wings on every pair
All you see is Remy Boyz
You know my niggas everywhere
And if somebody got a problem
We could meet up anywhere
Now go say something
Don’t you niggas play dumb
You know where we came from
You don’t want sauce, no A1

[Chorus: Fetty Wap]
I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ayy, yeaaah baby

[Verse 3: Fetty Wap]
Ayy, they think they know us
They can't control us
Man, I got this sewed up
Remy Boyz, they know us
679, this is Zoo year, baby
Monty and the Zoovier, baby
ZooGang, all my zoo near, baby, yeah, baby
A thousand on my shoes when I walk through, baby
10.5 for a walkthrough, baby
ZooGang, you know my whole zoo near
And baby, I'm Zoovier

[Removed for album: P-Dice]
Ayy, she a cutie and she fine, make me wanna make her mine
She ain't nothing like them bimbos
If you like it, we can swerve, we can light and stain up here
Blowing, pluck it out the window
We get playing, press rewind, got her singing every time
Take a high note for me, girlfriend
Got my city looking rude
I ain't Diddy, I ain't Loon, but I think I need a girlfriend
She feeling great as I'm talking to her
She a RemyGirl, so I'm gon' pursue her
I brought a lot of loud, lot of Remy to sip on
Thousand dollars when I get my tip on
I'm off her, asked her if her fatty real
She said that's all her, got her with the happy feel
I'm 'bout to spoil her, got her with the happy feel
I'm 'bout to spoil her, oh my

[Chorus: Fetty Wap]
I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
Just to see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ayy, yeaaah baby

[Outro: Fetty Wap]
ZooWap, Monty
ZooWap, Dicey
Yeaah baby, Remy Boyz
Yeaah, yeaaah"
1,7/11,"('Beyonce',)","['Bobby Johnson Beats', 'Detail']",763227,61,2015,"[Pre-Chorus]
Shoulders sideways, smack it, smack it in the air
Legs movin' side to side, smack it in the air
Legs movin' side to side, smack you  in the air
Shoulders sideways, smack it, smack it in the air
Smack it, smack it in the air, legs movin' side to side
Smack it, smack it in the air; smack it, smack it in the air

[Chorus]
Wave your hands side to side, put it in the air
Wave your hands side to side, put it in the air
Clap, clap, clap like you don't care
Smack that, clap, clap, clap, like you don't care
(I know you care)

[Verse 1]
Clap, clap, clap, clap, clap it
Foot up, my foot up, hold up now my foot up
I'm spinnin' my foot up, foot up yeah my foot up
I'm spinnin' my foot up, put my foot down yeah my hands up
My hands up, my hands up (flexin') flexin' while my hands up
My hands up, my hands up, I stand up with my hands up
Then I put up, my hands up, I put up, my hands up
I put up, my hands up then I'm spinnin' all my hands up (spinnin')
Spinnin' while my hands up (spinnin') spinnin' while my hands up (spinnin')
Spinnin' while my hands up then I'm tippin' all my hands up
Spinnin', I'm spinnin', I'm spinnin' while my hands up
I'm spinnin', I'm spinnin', I'm spinnin' while my hands up
(Drank)

[Bridge]
Hold that cup like alcohol, oh let go like alcohol
Hold that cup like alcohol, don't you drop that alcohol
Never drop that alcohol, never drop that alcohol
I know you thinkin' about alcohol, I know I'm thinkin' bout that alcohol

[Verse 2]
Man this here like rollin' dice, man this here like rollin' dice
Seven eleven, seven eleven, seven twice, man seven twice
Man it feel like rollin' dice, man this feel like rollin' dice
Man it feel like rollin' dice, seven twice, seven twice
Girl I'm tryna kick it with ya, girl I'm tryna kick it with ya
Man I'm tryna kick it with ya, my feet up, I kick it with ya
Man I swear I kick it with ya, girl I wanna kick it with ya
Man I know I kick it with ya, yeah I spin around and I kick it with ya

[Pre-Chorus]
Shoulders sideways, smack it, smack it in the air
Legs movin' side to side, smack it in the air
Legs movin' side to side, smack you  in the air
Shoulders sideways, smack it, smack it in the air
Smack it, smack it in the air, legs movin' side to side
Smack it, smack it in the air; smack it, smack it in the air

[Chorus]
Wave your hands side to side, put it in the air
Wave your hands side to side, put it in the air
Clap, clap, clap like you don't care
Smack that, clap, clap, clap, like you don't care
(I know you care)

[Outro]
Wave ya hands side to side
Wave ya hands side to side
Wave ya hands from side to side
Wave ya hands side to side
Ooh wee BB freaky deaky, think me see she pink bikini
Rock that kufi, dye dashiki, Nefertiti, edges kinky
Sweatin' out my blow out, sweatin' out my presses
This trick about to go off, mad cause I'm so fresh
Fresher than you, I'm fresher than you
Fresher than you, oh"
2,All About That Bass,"('Meghan Trainor',)",['Kevin Kadish'],683723,28,2015,"[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 1]
Yeah, it's pretty clear, I ain't no size two
But I can shake it, shake it, like I'm supposed to do
'Cause I got that boom boom that all the boys chase
And all the right junk in all the right places
I see the magazines working that Photoshop
We know that shit ain't real, come on now, make it stop
If you got beauty beauty just raise 'em up
'Cause every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 2]
Hey, I'm bringing booty back
Go ahead and tell them skinny bitches that
No, I'm just playing I know you think you're fat
But I'm here to tell you
Every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Click here to read about when Meghan Trainor met her co-writer on this song, Kevin Kadish]"
3,All Eyes On You,"('Meek Mill', 'Chris Brown', 'Nicki Minaj')","['Danny Morris', 'Alex Delicata']",2135864,69,2015,"[Chorus: Chris Brown with Nicki Minaj]
Yeah, yeah, baby, is you drunk? Is you had enough?
Are you here lookin' for love? Ooh, ooh
Got the club goin' crazy
All these bitches, but my eyes on you
Is you somebody's baby?
If you ain't, girl, what we gon' do?
If your ego need it, baby, yeah, yeah, yeah (oh)
Give it all up for you right now
We got the club goin' crazy
All eyes, all eyes on you

[Verse 1: Meek Mill & Chris Brown]
She was the baddest, I was the realest (ooh, ooh)
We was the flyest, up in the buildin' (yeah, yeah, yeah, yeah)
We was countin' this money, lovin' the feelin' (ooh, oh, ooh)
Look at you now, in love with a hitta (yeah, yeah, yeah)
But now it's all eyes on me, and it all lies on me (yeah, yeah)
To say somethin' to your pretty ass
Some hood shit, what you lookin' at? (Uh-huh)
'Cause I'm good for that, Birkin bags, I'm good for that (yeah)
Might just be your plug for that (yeah)
You might fall in love with that, got love for that (yeah, yeah, yeah)
What's your name? Who you with?
Where you from? You the shit
Choose and pick, get the right one
All these chicks, got to like one (yeah, yeah, yeah, yeah)
All these hits, you got to like one
All these bottles, got to like some (oh, ooh)
All these models, got the right one
What you gon' do? Hide or run? Woah
You ready?

[Chorus: Chris Brown, with Nicki Minaj]
Baby, is you drunk? Is you had enough?
Are you here lookin' for love? Ooh, ooh
Got the club goin' crazy
All these bitches, but my eyes on you
Is you somebody's baby?
If you ain't, girl, what we gon' do? (Ooh)
If your ego need it, baby, yeah, yeah, yeah (baby, yeah, yeah, yeah)
Give it all up for you right now
We got the club goin' crazy
All eyes, all eyes on you

[Verse 2: Nicki Minaj & Meek Mill]
Yo, he was the realest, I was the baddest, we was the illest
When he approached me, I said, ""Yo what the deal is?""
In and out them dealers, rockin' chinchillas
I got him in the back of that 'bach, I think he catchin' feelings
Now it's all eyes on us, and this all lies on trust
And if them bitches wanna trip, tell 'em they tour guide's on us
This kitty cat on reclusive, he duck, duckin' them gooses
I put him on to that new new, now he only fuck with exclusives
He was like (What's your name?) My name Nick
(Where you from?) New York in this bitch
(Choose and pick) You got the right one
All them hoes, ain't nothin' like them
Nigga, you know you'd never wife them
None of them niggas ain't never hit this
Still at the top of all they hit lists
What they gon' do? Meek and Nick

[Chorus: Chris Brown, Nicki Minaj, Chris Brown & Nicki Minaj]
Yeah, baby, is you drunk? Is you had enough?
Are you here lookin' for love? Ooh, ooh
Got the club goin' crazy
All these hittas, but my eyes on you
Is you somebody's baby? (Ah, ooh, ooh)
If you ain't, boy, what we gon' do?
If your ego need it, baby, yeah, yeah, yeah (oh)
Give it all up for you right now
We got the club goin' crazy
All eyes, all eyes on you

[Outro: Meek Mill, Nicki Minaj & (Chris Brown)]
She was the baddest, he was the realest (ooh, ooh)
We was the flyest, we was the illest
(Yeah, yeah, yeah)
I was the realest, I was the baddest (ooh, ooh)
We was the flyest, up in the buildin' (oh, ooh)
(Yeah, yeah, yeah)"
4,Animals,"('Maroon 5',)",['Shellback'],269936,46,2015,"[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm... (Hey)

[Verse 1]
So what you trying to do to me? (Hey)
It's like we can't stop, we're enemies (Hey)
But we get along when I'm inside you, yeah (Hey)
You're like a drug that's killing me (Hey)
I cut you out entirely (Hey)
But I get so high when I'm inside you

[Pre-Chorus]
Yeah, you can start over, you can run free (Hey)
You can find other fish in the sea (Hey)
You can pretend it's meant to be (Hey)
But you can't stay away from me
I can still hear you making that sound (Hey)
Taking me down, rolling on the ground (Hey)
You can pretend that it was me, but no, oh (Hey)

[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm... (Hey)

[Verse 2]
So if I run, it's not enough (Hey)
You're still in my head, forever stuck (Hey)
So you can do what you wanna do, yeah (Hey)
I love your lies, I'll eat 'em up (Hey)
But don't deny the animal (Hey)
That comes alive when I'm inside you

[Pre-Chorus]
Yeah, you can start over, you can run free (Hey)
You can find other fish in the sea (Hey)
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound (Hey)
Taking me down, rolling on the ground (Hey)
You can pretend that it was me, but no, oh (Hey)

[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm...

[Bridge]
Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside, si-si-side
Yeah, yeah, yeah
No girl don't lie, lie, lie, lie (No, no, don't lie)
You can't deny-ny-ny-ny (You can't deny)
The beast inside, si-si-side
Yeah, yeah, yeah, yo-oh, oh, oh, oh, oh, oh, oh
Just like animals, animals, like animals-mals (Hey, hey)
Just like animals, animals, like animals-mals, oww!
(Yeah, yeah, yeah)

[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm...

[Outro]
Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside, si-si-side
Yeah, yeah, yeah
No girl don't lie, lie, lie, lie (No, no, don't lie)
You can't deny-ny-ny-ny (You can't deny)
The beast inside, si-si-side
Yeah, yeah, yeah"
5,Ayo,"('Chris Brown', 'Tyga')","['Mark Kragen', 'Nic Nac']",1220869,86,2015,"[Intro: Mila J]
I need you, I need you
I need you, I need you
I need you, I need you (Lemme see)
I need you, I need you

[Chorus: Chris Brown]
We poppin' like ayo
All my bitches got real hair chillin' with the top down
Screamin' like ayo
I'ma take her ass down if she bring her friend around
Fuck 'em both like ayo
I'm a bougie ass nigga, left the roof at home
We poppin' like ayo
Ayo, ayo
But don't be actin' like I need you

[Verse 1: Tyga]
Ha!
Ayy, babe, this my new shit (Shit)
I'm the black Richie Rich with the roof missin' (Missin')
If it don't make dollars, don't make sense (Sense)
Z (Z), wake up like I gotta get it (Get it)
And I got an engine full of trunk space
I get money three ways, fuckin' bitches three ways
Seven different foreigns, plus she's no hablé
But I make that bitch walk for some cheesecake (Cheesecake)
Yeah, I'm the coldest nigga, icy
Lookin' in the mirror like I wish I can be me
She too into me, I'm more into money
My hobby's her body, that pussy's my lobby
I'ma eat it (Eat it), I'ma eat it (Eat it)
I don't lie, hold my dick, too conceited
Uh, told her she's my wife for the weekend (For the weekend)
But don't be actin' like I need you

[Chorus: Chris Brown, Tyga & Both]
'Cause we poppin' like ayo (Ha! Yeah)
All my bitches got real hair chillin' with the top down
Screamin' like ayo
I'ma take her ass down if she bring her friend around
Fuck 'em both like ayo
I'm a bougie ass nigga, left the roof at home
We poppin' like ayo
Ayo, we poppin' like ayo
But don't be actin' like I need you

[Verse 2: Chris Brown]
I'm in the Rolls, you don't roll right (Roll right)
My chain shine brighter than a strobe light (Yeah)
I'm tryna fuck Coco, this don't concern Ice
If I motorboat, she gon' motorbike (Ha!)
A nigga ain't worried about nothin'
Rehabilitation just had me worried about fuckin'
Money, decision-makin', only worried 'bout stuntin'
She worried 'bout me, her nigga worried 'bout cuffin'
I wanna see her body (Body)
Then she said, ""Get inside of me
I wanna feel you, baby"" (Yeah)
Just bring the animal right out of me
We lovin', she love it
Especially when I go down on her
Now we fuckin', she thuggin'
Gettin' loud

[Chorus: Chris Brown, Tyga & Both]
'Cause we poppin' like ayo
All my bitches got real hair chillin' with the top down
Screamin' like ayo
I'ma take her ass down if she bring her friend around
Fuck 'em both like ayo
I'm a bougie ass nigga, left the roof at home
We poppin' like ayo
Ayo (Huh, look), we poppin' like ayo
But don't be actin' like I need you (Alright)

[Verse 3: Chris Brown & Tyga]
Now, now I can spot your bitch from a mile away ('way)
Valentine in that pussy, it's a holiday
Uh, you losin' money, I win mills, Dr. J (J)
She gon' to follow my lead, Simon Says
Paper, paper, I'm ridin' 'scrapers in California ('fornia)
Car smell like ammonia, we got that stank on us
Never been a Outkast, that stank on ya
From the ghetto but my bitch like Apollonia
We in the hood, tatted like a Mexican
Car too fast, give a fuck about pedestrians
Uh, and my section less niggas, more lesbians
Got your bitch, I'm that nigga

[Chorus: Chris Brown, Tyga & Both]
Yeah, we poppin' like ayo (Ha! Yeah)
All my bitches got real hair chillin' with the top down (Yeah)
Screamin' like ayo
I'ma take her ass down if she bring her friend around
Fuck 'em both like ayo
I'm a bougie ass nigga, left the roof at home
We poppin' like ayo
Ayo, ayo
But don't be actin' like I need you

[Outro: Tyga & Mila J]
Yeah, this that fly shit (I need you)
King shit only
Drop top, no roof, ha!
(I need you)"
6,B**** Better Have My Money,"('Rihanna',)",[],0,48,2015,
7,Back To Back,"('Drake',)","['Drake', '40', 'NAV', 'Daxz']",4795339,99,2015,"[Intro]
Oh man
Oh man, oh man
Not again

[Verse 1]
Yeah, I learned the game from William Wesley, you can never check me
Back to back for the niggas that didn't get the message
Back to back, like I'm on the cover of Lethal Weapon
Back to back, like I'm Jordan '96, '97
Whoa—very important and very pretentious
When I look back, I might be mad that I gave this attention
Yeah, but it's weighin' heavy on my conscience
Yeah, and fuck, you left The Boy no options
I wanna see my niggas go insane
You gon' make me step out of my fuckin' frame
You gon' make me buy bottles for Charlamagne
You gon' make me go out of my fuckin' way
I waited four days, nigga, where y'all at?
I drove here in the Wraith playin' AR-AB
I'm not sure what it was that really made y'all mad
But I guess this is what I gotta do to make y'all rap
I mean whoa, can't fool the city, man, they know what's up
Second floor at Tootsies, gettin' shoulder rubs
This for y'all that think that I don't write enough
They just mad 'cause I got the Midas touch
You love her, then you gotta give the world to her
Is that a world tour or your girl's tour?
I know that you gotta be a thug for her
This ain't what she meant when she told you to open up more
Yeah, trigger fingers turn to Twitter fingers
Yeah, you gettin' bodied by a singin' nigga
I'm not the type of nigga that'll type to niggas
And shout-out to all my boss bitches wifin' niggas
Make sure you hit him with the prenup
Then tell that man to ease up
I did another one, I did another one
You still ain't did shit about the other one

[Chorus]
I got the drink in me going back to back
Yeah, going back to back
I got the drink in me going back to back
Yeah, I'm going back to back

[Verse 2]
I don't wanna hear about this ever again
Not even when she tell him that they better as friends
Not even when you saying, ""Drizzy, tell 'em again!""
I been puttin' on a show, it was a sell-out event
Oh, you need better seatin'
I didn't wanna do it, gave me every reason
The point I'm tryin' to make is I don't ever need 'em
Seen what you'd do for fame, what would you do for freedom?
Please, check 'em for a wire or a earpiece
Please, please do not let these niggas near me
Please, think before you come for the great one
Please, who's a real nigga and who ain't one?
Please, somebody stop me
I'm talkin' boasy and gwanin wassy
I got the fest in five days and it's my shit
Soon as a nigga hit the stage, they gon'

[Chorus]
They gon' ask if I can play this shit back to back
Yeah, they want it back to back
They gon' ask if I can play this shit back to back
I took a break from Views, now it's back to that, nigga (Six)"
8,Bad Blood,"('Taylor Swift', 'Kendrick Lamar')","['Shellback', 'Max Martin']",573907,15,2015,"[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Verse 1]
Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin what was shiny?
Now it's all rusted
Did you have to hit me where I'm weak?
Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughing right at me

[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I

[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Verse 2]
Did you think we'd be fine?
Still got scars in my back from your knives
So don't think it's in the past
These kinds of wounds they last and they last
Now, did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So if you're coming my way
Just don't

[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I

[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Bridge]
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
If you love like that, blood runs cold!

[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em (Think we can solve 'em)
You made a really deep cut
And baby, now we've got bad blood, hey!

[Chorus]
’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done (Look what you've done)
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!"
9,Bang Bang,"('Jessie J', 'Ariana Grande', 'Nicki Minaj')","['ILYA', 'Rickard Göransson', 'Max Martin']",1039555,80,2015,"[Verse 1: Jessie J]
She got a body like an hourglass
But I can give it to you all the time
She got a booty like a Cadillac
But I can send you into overdrive, oh
You've been waiting for that
Step on up, swing your bat

[Refrain: Jessie J & Ariana Grande]
See, anybody could be bad to you
You need a good girl to blow your mind, yeah

[Chorus: Jessie J]
Bang bang into the room (I know you want it)
Bang bang all over you (I’ll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)
Bang bang there goes your heart (I know you want it)
Back, back seat of my car (I’ll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)

[Verse 2: Ariana Grande]
She might'a let you hold her hand in school
But I'ma show you how to graduate (Mm-hmm)
No, I don't need to hear you talk the talk
Just come and show me what your momma gave ya, baby
I heard you've got a very big (Shhh)
Mouth but don’t say a thing

[Refrain: Ariana Grande & Jessie J]
See, anybody could be good to you
You need a bad girl to blow your mind

[Chorus: Jessie J & Ariana Grande]
Bang bang into the room (I know you want it)
Bang bang all over you (I’ll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)
Bang bang there goes your heart (There goes) (I know you want it)
Back, back seat of my car (Seat of my car) (I’ll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)

[Pre-Verse: Nicki Minaj]
You know what, girls?
Let me show you how to do it

[Verse 3: Nicki Minaj (Ariana Grande)]
It’s Myx moscato, it’s frizz in a bottle, it’s Nicki Full Throttle, it’s oh, uh
Swimming in The Grotto, we winning in the lotto, we dipping in the Powder Blue four-door
Kitten so good, it's dripping on wood, get a ride in the engine that could go
Batman, robbin' it, bang bang, cockin' it, Queen Nicki dominant, prominent
It's me, Jessie, and Ari, if they test me, they sorry
Ride his uh like a Harley then pull off in his Ferrari
If he hangin' we bangin', phone rangin', he slangin'
It ain't karaoke night but get the mic ‘cause I'm singin'
Uh, B to the A to the N to the G to the, uh (Baby, baby, baby, bae, ba—baby)
B to the A to the N to the G to the, hey

[Refrain: Jessie J]
See, anybody could be good to you
You need a bad girl to blow your mind, your mind (Okay)
Hey

[Chorus (Extended): Jessie J, Ariana Grande & Nicki Minaj]
Bang bang into the room (Oh) (I know you want it)
Bang bang all over you (I’ll let you have it) (Bang bang bang bang)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, yeah!) (Kyuh, uh-huh)
Bang bang there goes your heart (There goes your heart) (I know you want it)
Back, back seat of my car (I’ll let you have it)
Wait a minute, let me take you there (Let me take you there)
Wait a minute 'til you (Oh, hey!)
Bang bang into the room (I know you want it)
Bang bang all over you (I’ll let you have it), yo, I said
Bang, bang, bang, ba—bang, bang
Bang, bang, bang, bang, ba—bang, bang
Bang bang there goes your heart (I know you want it)
Back, back seat of my car (I’ll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)"
