,Song Title,Artists,Producers,Genius ViewCount,Song Rank,Year,Lyrics
0,Ain't No Other Man,"('Christina Aguilera',)",['DJ Premier'],21742,32,2006,"[Intro]
Heeeeey! Yeah
(Do your thang, honey!)

[Verse 1]
I could feel it from the start
Couldn't stand to be apart
Somethin' 'bout you caught my eye
Somethin' moved me deep inside
I don't know what you did boy, but you had it
And I've been hooked ever since

[Pre-Chorus]
Told my mother, my brother, my sister and my friends
Told the others, my lovers, both past and present tense
That every time I see you, everything starts making sense
(Do your thang, honey!)

[Chorus]
Ain't no other man can stand up next to you
Ain't no other man on the planet does what you do (what you do)
You're the kind of guy, a girl finds in a blue moon
You got soul, you got class, you got style, you're badass
Ain't no other man it's true (alright)
Ain't no other man but you

[Verse 2]
Never thought I'd be alright (no, no, no)
'Till you came and changed my life (yeah, yeah, yeah)
What was cloudy now is clear (yeah, yeah)
You're the light that I need here
You got what I want boy, and I want it
So keep on giving it up

[Pre-Chorus]
So tell your mother, your brother, your sister and your friends
Tell the others, your lovers, better not be present tense
'Cause I want everyone to know that you are mine
And no one else's, woah, oh

[Chorus]
Ain't no other man can stand up next to you (to you)
Ain't no other man on the planet does what you do (what you do)
You're the kind of guy a girl finds in a blue moon
You got soul, you got class
You got style, you're badass (yeah, yeah, yeah)
Ain't no other man it's true
Ain't no other man but you

[Bridge]
Break it down now!
Ain't no other, ain't, ain't no other (other)
Ain't no other, ain't, ain't no other lover
Ain't no other, I, I, I need no other
Ain't no other man but you
You are there when I'm a mess
You talked me down from every ledge
Give me strength, boy, you're the best
You're the only one who's ever passed every test

[Chorus]
Ain't no other man can stand up next to you (next to you)
Ain't no other man on the planet does what you do
You're the kind of guy a girl finds in a blue moon
You got soul, you got class
You got style, you're badass (oh yeah)
Ain't no other man it's true
Ain't no other man but you
And now I'm telling you, so ain't no other man but you
Ain't no other man can stand up next to you
Ain't no other man on the planet does what you do (what you do)
You're the kind of guy a girl finds in a blue moon (baby, baby, no)
You got soul, you got class
You got style, you're badass (don't you know?)
Ain't no other man it's true
Ain't no other man but you"
1,Bad Day,"('Daniel Powter',)","['Mitchell Froom', 'Jeff Dawson']",144462,1,2006,"[Verse 1]
Where is the moment we needed the most?
You kick up the leaves and the magic is lost
They tell me your blue skies fade to gray
They tell me your passion's gone away
And I don't need no carryin' on

[Verse 2]
You stand in the line just to hit a new low
You're faking a smile with the coffee to go
You tell me your life's been way off line
You're falling to pieces every time
And I don't need no carryin' on

[Chorus]
Because you had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me, don't lie
You work at a smile and you go for a ride
You had a bad day
The camera don't lie
You're coming back down and you really don't mind
You had a bad day
You had a bad day

[Verse 3]
Will you need a blue sky holiday?
The point is they laugh at what you say
And I don't need no carryin' on

[Chorus]
You had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me, don't lie
You work at a smile and you go for a ride
You had a bad day
The camera don't lie
You're coming back down and you really don't mind
You had a bad day
(Ooh, a holiday)

[Bridge]
Sometimes the system goes on the blink
And the whole thing turns out wrong
You might not make it back and you know
That you could be well, oh, that strong
And I'm not wrong
(Yeah, yeah, yeah)

[Breakdown]
So where is the passion when you need it the most?
Oh, you and I
You kick up the leaves and the magic is lost

[Chorus 2]
'Cause you had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
You've seen what you're like
And how does it feel?
One more time
You had a bad day
You had a bad day

[Outro]
Ah, yeah, yeah, yeah
Had a bad day (Ah)
Had a bad day (ah, yeah, yeah, yeah)
Had a bad day (Ah)"
2,Be Without You,"('Mary J. Blige',)",['Bryan-Michael Cox'],83770,11,2006,"[Intro]
I wanna be with you
Gotta be with you
Need to be with you
(Oh-oh, oh-oh)
I wanna be with you
Gotta be with you
Need to be with you
(Oh-oh, oh-oh)
Ooh (Oh-oh, oh-oh)
Ooh (Oh-oh, oh-oh)

[Verse 1]
Chemistry was crazy from the get go
Neither one of us knew why
We didn’t build nothin’ overnight
Cause a love like this takes some time
People swore it off as a phase, said we can’t see that
Now from top to bottom, they see that we did that
(Yes) It’s so true that
(Yes) We been through it
(Yes) We got real shit
(Yes) See, baby

[Chorus]
We've been too strong for too long
And I can’t be without you baby
And I’ll be waitin’ up until you get home
'Cause I can’t sleep without you, baby (Ohh)
If anybody who’s ever loved you know just what I feel
Too hard to fake it, nothin’ can replace it
Call the radio if you just can’t be without your baby

[Verse 2]
I got a question for ya (See, I already know the answer)
Still I wanna ask you, will you lie? (No)
Make me cry? (No)
Do somethin' behind my back and then try to cover it up
Well, neither would I, baby
My love is only your love
(Yes) I’ll be faithful
(Yes) I’m for real
(Yes) And with us you’ll always know the deal

[Chorus]
We've been too strong for too long
And I can’t be without you, baby (Ohh)
And I’ll be waitin’ up until you get home
'Cause I can’t sleep without you, baby (Ooh)
If anybody who’s ever loved you know just what I feel
Too hard to fake it, nothin’ can replace it
Call the radio if you just can’t be without your baby, yeah

[Bridge]
See, this is real talk, I’mma always stay (No matter what)
Good or bad (Thick and thin)
Right or wrong (All day, every day, hey)
Now if you’re down on love or don’t believe this ain’t for you
(No, this ain’t for you)
And if you got it deep in your heart
And deep down you know that it’s true (C’mon, c’mon, c’mon)
Well, let me see you put your hands up (Hands up)
Fellas tell your lady she’s the one
Fellas tell your lady she’s the one
Oh, put your hands up (Hands up)
Ladies let him know he’s got you locked
Look him right in his eyes and tell him


[Chorus]
We've been too strong for too long
And I can’t be without you, baby
Can’t be without you, baby
And I’ll be waitin’ up until you get home
'Cause I can’t sleep without you, baby
Oh, if anybody who’s ever loved you know just what I feel
Too hard to fake it, nothin’ can replace it
Call the radio if you just can’t be without your baby

[Outro]
Hey, oh, oh, oh
Hey, oh, oh, oh
I wanna be with you, gotta be with you, need to be with you
I wanna be with you, gotta be with you, need to be with you
I wanna be with you, gotta be with you, need to be with you
I wanna be with you, gotta be with you, need to be with you
I wanna be with you, gotta be with you, need to be with you"
3,Because Of You,"('Kelly Clarkson',)","['Ben Moody', 'David Hodges']",195381,39,2006,"[Intro]
Ooh ooh, ooh...
Ooh ooh ooh ooh ooh...

[Verse 1]
I will not make the same mistakes that you did
I will not let myself cause my heart so much misery
I will not break the way you did, you fell so hard
I've learned the hard way to never let it get that far

[Chorus 1]
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you, I am afraid

[Verse 2]
I lose my way
And it's not too long before you point it out
I cannot cry
Because I know that's weakness in your eyes
I'm forced to fake a smile, a laugh, every day of my life
My heart can't possibly break
When it wasn't even whole to start with

[Chorus 1]
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust
Not only me, but everyone around me
Because of you
I am afraid

[Bridge]
I watched you die, I heard you cry every night in your sleep
(I watched you die, in your sleep)
I was so young, you should have known better than to lean on me
(I was too young for you to lean on me)
You never thought of anyone else, you just saw your pain
(You never saw me, yeah yeah)
And now I cry in the middle of the night
For the same damn thing

[Chorus 2]
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I try my hardest just to forget everything
Because of you
I don't know how to let anyone else in
Because of you
I'm ashamed of my life because it's empty
Because of you
I am afraid

[Outro]
Because of you (Ah ah, ah, ah)
Because of you, mmh, ooh..."
4,Beep,"('The Pussycat Dolls', 'will.i.am')",['will.i.am'],41166,84,2006,"[Intro: Nicole Scherzinger]
Ha, ha-ha, ha-ha
Ha, ha-ha, ha
Ha-ha, ha-ha, ha-ha
Ha, ha-ha, ha

[Chours 1: will.i.am, Nicole Scherzinger]
It's funny how a man only thinks about the...
You got a real big heart, but I'm lookin' at yo'...
You got real big brains, but I'm lookin' at yo'...
Girl, it ain't no pain in me lookin' at yo'...
I don't give a, keep lookin' at my...
'Cause it don't mean a thang if you're lookin' at my...
Hah, I'mma do my thing while you're playin' wit ya...
Ha, ha-ha, ha-ha-ha

[Verse 1: Nicole Scherzinger]
Every boy's the same since up in the seventh grade
They've been tryna get with me
Tryna ha-ha-ha, ha-ha-ha
They always got a plan to be my one and only man
Wanna hold me with their hands
Wanna ha-ha-ha, ha-ha-ha
I keep turning them down
But they always come around
Asking me to go around, that's not the way it's going down

[Pre-Chorus: Nicole Scherzinger]
'Cause they only want, only want
My ha-ha-ha, ha-ha-ha
Only want, what they want
But, na-ah-ah, na-ah-ah

[Chorus 1: will.i.am, Nicole Scherzinger]
It's funny how a man only thinks about the...
You got a real big heart, but I'm lookin' at yo'...
You got real big brains, but I'm lookin' at yo'...
Girl, it ain't no pain in me lookin' at yo'...
I don't give a, keep lookin at my...
'Cause it don't mean a thang if you're lookin' at my...
Hah, I'mma do my thing while you're playin' wit ya...
Ha, ha-ha, ha-ha-ha

[Verse 2: Nicole Scherzinger]
Do you know that no
Don't mean yes, it means no?
So just hold up, wait a minute, let me put my two cents in it
One; just be patient
Don't be rushin' like you're anxious
And two; you're just too aggressive
Tryna get your ahhh

[Pre-Chorus: Nicole Scherzinger]
Do you know... that I know?
And I don't... wanna go there...
Yeah they only want, only want
My ha-ha-ha, ha-ha-ha
Only want, what they want
But, na-ah-ah, na-ah-ah

[Chorus: will.i.am, Carmit Bachar]
It's funny how a man only thinks about the...
You got a real big heart, but I'm lookin' at yo'...
You got real big brains, but I'm lookin' at yo'...
Girl, it ain't no pain in me lookin' at yo'...
I don't give a, keep lookin' at my...
'Cause it don't mean a thang if you're lookin' at my...
Heh, I'mma do my thing while you're playin' wit ya...
Ha, ha-ha, ha-ha-ha

[Post-Chorus Repeated: will.i.am]
Boom-boom, boom-boom
Boom-boom-boomp
Boom-boom, boom-boom
Boom-boom-boomp

[Bridge: Nicole Scherzinger]
Oooh, you've got it bad, I can tell
You want it bad, but oh well
Dude, what you got for me
Is something I -
Something I don't need
Hey, hey, hey, hey!

[Chorus: will.i.am, Melody Thornton]
It's funny how a man only thinks about the...
You got a real big heart, but I'm lookin' at yo'...
You got real big brains, but I'm lookin' at yo'...
Girl, it ain't no pain in me lookin' at yo'...
I don't give a, keep lookin' at my...
'Cause it don't mean a thang if you're lookin' at my...
Heh, I'mma do my thing while you're playin' wit ya...
Ha, ha-ha, ha-ha-ha

[Chorus / Outro: will.i.am, Nicole Scherzinger]
It's funny how a man only thinks about the...
You got a real big heart, but I'm lookin' at yo'...
You got real big brains, but I'm lookin' at yo'...
Girl, it ain't no pain in me lookin' at yo'...
I don't give a, keep lookin' at my...
'Cause it don't mean a thang if you're lookin' at my...
Heh, I'mma do my thing while you're playin' wit ya...
Ha, ha-ha, ha-ha-ha"
5,Black Horse & The Cherry Tree,"('KT Tunstall',)",['Andy Green'],23694,57,2006,"[Intro]
Two, three, four
(Woohoo, woohoo)
(Woohoo, woohoo)

[Verse 1]
Well, my heart knows me better than I know myself
So I'm gonna let it do all the talking
(Woohoo, woohoo)
I came across a place in the middle of nowhere
With a big black horse and a cherry tree
(Woohoo, woohoo)
I felt a little fear upon my back
I said, ""Don't look back, just keep on walking""
(Woohoo, woohoo)
Well, the big black horse said, ""Look this way""
He said, ""Hey lil' lady, will you marry me?""

[Chorus]
But I said, ""No no, no no no no""
I said, ""No no""
You're not the one for me""
No no, no no no no
I said, ""No no, you're not the one for me
Ooh, woohoo

[Verse 2]
And my heart had a problem in the early hours
So I stopped it dead for a beat or two
(Woohoo, woohoo)
But I cut some cord and I shouldn't have done it
And it won't forgive me after all these years
(Woohoo, woohoo)
So I sent her to a place in the middle of nowhere
With a big black horse and a cherry tree
(Woohoo, woohoo)
Now it won't come back cause it's oh so happy
And now I've got a hole for the world to see, yeah
(Woohoo, woohoo)

[Chorus]
And it said, ""No no, no no no no
I said, ""No no
You're not the one for me""
No no, no no no no
I said, ""No no, you're not the one for me""
Ooh, woohoo
(Not the one for me, yeah)
(Woohoo)

[Chorus]
I said, ""No no no no, no no no
No, no
You're not the one for me"" (Woohoo)
No no no no
No no
No no, you're not the one for me""
(Woohoo)

[Outro]
Big black horse and a cherry tree
(No no, no no no no)
I can't quite get there
'Cause my heart's forsaken me
Yeah, yeah, yeah (No no)
Big black horse and a cherry tree (No no, no no no no)
I can't quite get there cause my heart's forsaken me"
6,Bossy,"('Kelis', 'Too $hort')","['Sean Garrett', 'Bangladesh']",50981,64,2006,"[Intro: Too $hort]
You know, it's a hard pill to swallow
When they tell you you strange
You ain't hot
Then in the blink of an eye
They got on what you got
That means I'm a boss

[Hook]
I'm bossy
I'm the first girl to scream on a track
I switched up the beat of the drum
That's right I brought all the boys to the yard
And that's right, I'm the one that's tattooed on his arm
I'm bossy
I'm the chick y'all love to hate
I'm the chick that's raised the stake
I told Young Stunna he should switch to BAPES
I'm back with an 808 cause I'm bossy

[Verse 1]
Ooh lemme slow it down for ya so you can catch the flow
Screw it up make it go extra slow
Real girls get down on the flo (on the flo get down, on the flo)
Ooh I gave you a taste you want some more
Touch down on it like a pro
I ride the beat like a bicycle, icicle
Ooh from the 6-4 hefers up in crenshaw
The money makin playas up in harlem
Don't want no problem
We gon keep it bumpin while the 808 is jumpin

[Bridge]
Diamonds on my neck, di-diamonds on my grill
Diamonds on my neck, di-diamonds on my grill

[Verse 2]
Ooh (i bet I bet I bet) I bet ya never heard it like this before
My baby be cruising them phantom doors
Got the bar popping this that you can't afford (can't afford)
Ooh I'm drinkin blasting the crowds it's all smoking
All the while I'm all open
Me and my girls we stay fly and we love to stay high
Ooh from the 6-4 hefers up in crenshaw
To the money makin playas up in harlem
Don't want no problems
We gon keep it bumpin while the 808 is jumpin

[Bridge]

[Hook]

[Verse 3: Too $hort]
It's bout time that she get with me
Can't stop starin, she's fine and she's pretty
Damn girl, don't hurt em
Don't back that, you gon work em
Put your mack down, I know your background
What chu want girl, you gettin mad now
That's how you do it, huh?
Well I'm the coolest one
In fact, it's in the back bring 'em to the front
Tell that man you's a boss
Make some noise, raise your hand if you's a boss
I don't think he understand you's a boss
Get some help if you can cause he lost it
Ain't no refunds, she spent the cash mayne
In your Benz with her friends in the fast lane
Flossin, you say ""how much it cost me?""
About a million dollars playa, she's bossy"
7,Buttons,"('The Pussycat Dolls', 'Snoop Dogg')","['Young Smoke', 'Tal Herzberg', 'Ron Fair', 'Sean Garrett', 'Polow da Don']",172462,15,2006,"[Verse 1: Snoop Dogg]
What it do, baby boo?
Yeah, lil' mama, you lookin' good
I see you wanna play wit a player from the hood
Come holla at me, you got it like that
Big Snoop Dogg with the lead Pussycat
I show you how it go down, yeah, I wanna throw down
Me and you one-on-one, treat it like a showdown
You look at me and I look at you
I'm reachin' for your shirt, whatchu want me to do?

[Chorus: The Pussycat Dolls]
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing

[Verse 2: The Pussycat Dolls]
Typical and hardly the type I fall for
I like when the physical
Don't leave me asking for more
I'm a sexy mama (Mama)
Who knows just how to get what I wanna (Wanna)
What I wanna do is spring this on ya (On ya)
Back up all of the things that I told ya (Told ya, told ya, told ya)
You been sayin' all the right things all night long
But I can't seem to get you over here to help take this off

[Pre-Chorus: The Pussycat Dolls]
Baby, can't you see (See)
How these clothes are fitting on me (Me)
And the heat coming from this beat? (Beat)
I'm about to blow, I don't think you know

[Chorus: The Pussycat Dolls]
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing

[Verse 3: The Pussycat Dolls]
You say you're a big boy, but I can't agree
'Cause the love you said you had ain't been put on me
I wonder (Wonder) if I'm just too much for you
Wonder (Wonder) if my kiss don't make you just
Wonder (Wonder), what I got next for you
What you wanna do? (Do)
Take the chance to recognize that this could be yours
I can see just like most guys that your game don't please

[Pre-Chorus: The Pussycat Dolls]
Baby, can't you see (See)
How these clothes are fitting on me (Me)
And the heat coming from this beat? (Beat)
I'm about to blow, I don't think you know

[Chorus: The Pussycat Dolls, Melody Thornton]
I'm telling you to loosen up my buttons, babe (Uh-huh!) (Oh whoa)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!) (Oh, oh, oh, oh)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing

[Verse 4: Snoop Dogg]
Now you can get what you want, but I need what I need
Now let me tell you what's crackalackin' 'fore I proceed
I'mma show you where to put it at
PCD on me, yeah, I thought I saw a pussycat
Now roll with the big dog, all six of y'all on me
Now tell me how it feel, babydoll
Ashley, Nicole, Carmit, Jessica, Kimberley, Melody, you tellin' me?

[Bridge: The Pussycat Dolls]
Loosen up my buttons, babe
Loosen up my buttons, babe
Baby, won't you loosen up my buttons, babe?
Loosen up my buttons, babe
Come on baby, loosen up my buttons, babe
Loosen up my buttons, babe
Baby, won't you loosen up my buttons, babe?
Loosen up my buttons, babe

[Chorus: The Pussycat Dolls, Melody Thornton]
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing (Oh, oh, oh)
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh (Oh...)
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!) (Oh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing"
8,Call Me When You're Sober,"('Evanescence',)",['Dave Fortman'],24959,77,2006,"[Intro]
Don't cry to me
If you loved me
You would be here with me
You want me
Come find me
Make up your mind

[Verse 1]
Should I let you fall, lose it all?
So maybe you can remember yourself
Can't keep believing
We're only deceiving ourselves
And I'm sick of the lie
And you're too late

[Chorus]
Don't cry to me
If you loved me
You would be here with me
You want me
Come find me
Make up your mind

[Verse 2]
Couldn't take the blame, sick with shame
Must be exhausting to lose your own game
Selfishly hated, no wonder you're jaded
You can't play the victim this time
And you're too late

[Chorus]
So don't cry to me
If you loved me
You would be here with me
You want me
Come find me
Make up your mind

[Bridge]
You never call me when you're sober
You only want it 'cause it's over, it's over
How could I have burned paradise?
How could I - you were never mine

[Outro]
So don't cry to me
If you loved me
You would be here with me
Don't lie to me
Just get your things
I've made up your mind"
9,Chain Hang Low,"('Jibbs',)",['Da Beatstaz'],48356,65,2006,"[Verbal: Child]
Beasta!

[Hook: Children]
Do your chain hang low?
Do it wobble to the flo'?
Do it shine in the light?
Is it platinum, is it gold?
Could you through it over your shoulder
If ya hot it'd make ya cold?
Do yo chain hang low?

[Bridge: Jibbs]
Is that ya chain?
Bout twenty-four inches is how low I let it hang
Hop out the ride 'n' let the dime smoke off the range
Just by the chain you can tell the big kid do his thang
You know the name

Is that ya chain?
Bout twenty-four inches is how low I let it hang
Hop out the ride 'n' let the dime smoke off the range
Just by the chain you can tell the big kid do his thang
You know the name
I'm off the chain

[Verse 1: Jibbs]
Yea, yea, yea, yea, I'm hot kid
Chain so low you would think the diamonds never stopped it
And its funny cause you could never stop it
Bunch of rocks on my hand and I ain't even on the block kid
Show 'em white gold, sorta hold it like my timbs
And the chain hang 24 inches like the rims
Diamonds all blown up (yea) sorta like a pimp
So when the light hit the ice it starts glistenin' off the tip
My chain hang, all it do is bling-bling
(Half) blue, (half) red, like my diamonds gang-bang
And I don't even think we on the same thang
Yo I'm so heavy they couldn't lift it till the crane came (yea)

[Hook: Children]
Do your chain hang low?
Do it wobble to the flo'?
Do it shine in the light?
Is it platinum, is it gold?
Could you through it over your shoulder
If ya hot it'd make ya cold?
Do yo chain hang low?

Do your chain hang low?
Do it wobble to the flo'?
Do it shine in the light?
Is it platinum, is it gold?
Could you through it over your shoulder
If ya hot it's make ya cold?
Do yo chain hang low?

[Verse 2: Jibbs]
Yea, yea, yea, yea, I'm so icy
Charm so heavy that my neck don't like me
Gone, and no, no, no, its not a game
I'll throw my chain in the crowd like dang these (this is nothin')
Diamonds is nothin' to me
Especially when I'm dressin' up, its just a button to me (bling)
And not to mention my T's
Cuz they color coordinated, complimentin' the teeth (alright, thanx)
So check out my swag
Diamonds red, white, and blue like the American flag (its so colorful)
And see I got that nice cream
So much money I spent on jewels, I call it my ice cream
Give you a black eye cause of the beating
They think I am a mutant the way ya boy is beasting
I stay winning some time, you'll call it cheating
And my boys always around like it's a meeting

[Bridge: Jibbs]
Is that ya chain?
Bout twenty-four inches is how low I let it hang
Hop out the ride 'n' let the dime smoke off the range
Just by the chain you can tell the big kid do his thang
You know the name

Is that ya chain?
Bout twenty-four inches is how low I let it hang
Hop out the ride 'n' let the dime smoke off the range
Just by the chain you can tell the big kid do his thang
You know the name
I'm off the chain

[Hook: Children]
Do your chain hang low?
Do it wobble to the flo'?
Do it shine in the light?
Is it platinum, is it gold?
Could you through it over your shoulder
If ya hot it'd make ya cold?
Do yo chain hang low?

[Hook: Children]
Do your chain hang low?
Do it wobble to the flo'?
Do it shine in the light?
Is it platinum, is it gold?
Could you through it over your shoulder
If ya hot it'd make ya cold?
Do yo chain hang low?"
