,Song Title,Artists,Producers,Genius ViewCount,Song Rank,Year,Lyrics
0,2 Step,"('Unk',)",[],5822,78,2007,"[Chorus]
(Four, three, two, two)
A two Step, a two step
Now gon' n two step, (two step) now gon' n two step (two step)
Now gon' n two step, (two step) now gon' n two step (two step)
Now get, jiggy wit it, (jiggy wit it)
Now get, jiggy wit it (jiggy wit it)
Now get, jiggy wit it, (jiggy wit it)
Now get, jiggy wit it, (jiggy wit it)
Now gon' n two step, (two step), aye
Watch me two step, (two Step)
Now can you two step, (two step), like I two step (two step)
Watch me get, jiggy wit it, watch me get, jiggy wit it
Watch me get, jiggy wit it, watch me get, jiggy wit it
Gon n' two step

[Verse 1]
I hit the club fresh, my stunna shades on (shades on)
2 Steppin gettin jiggy wit my J's on (J's on)
Don't get yo steps wroooong, don't try to bite mine (bite mine)
2 Steppin, yea I'm back, Unk, one mo' time (one mo' time)
See we gon form a liiiine, and we gon step it right (step it right)
Now step it to the left, girl you know you dynomite
Now have some good tiiiiimes, I see you got it right (got it right)
Beat my wrist ice, colder than a Bud Light (Bud Light)
Now I'ma take my tiiiiime, where the gangstaz at (where the gangstaz at?)
And you can still post the wall, nigga holla back (holla back)
Grey Goose and 'Yak, blunt filled wit kush (wit kush)
I'm gettin jiggy wit it, smokin on that Gaw'rge Bush - step

[Chorus]
(Four, three, two, two)
A two Step, a two step
Now gon' n two step, (two step) now gon' n two step (two step)
Now gon' n two step, (two step) now gon' n two step (two step)
Now get, jiggy wit it, (jiggy wit it)
Now get, jiggy wit it (jiggy wit it)
Now get, jiggy wit it, (jiggy wit it)
Now get, jiggy wit it, (jiggy wit it)
Now gon' n two step, (two step), aye
Watch me two step, (two Step)
Now can you two step, (two step), like I two step (two step)
Watch me get, jiggy wit it, watch me get, jiggy wit it
Watch me get, jiggy wit it, watch me get, jiggy wit it
Gon n' two step

[Verse 2]
Now take two steeeeeeps - to the left
Now take two steeeeeeps - to the right
Now bring it back, bring it back - yeah I made y'all walk it out
Ev'rybody two Steppin, now we finna turn it out
Now here we go agaiiiin - you already slow
If you ain't two Steppin, get yer shit and hit the do' (hit the do')
I'm shootin at ya toes, like a Western (Western)
I see you baby girl, sweatin outcha lil' perm (lil' perm)
They call me Big Wooooorm - where my money at? (money at)
2 Steppin wit my stacks, BITCH holla back (holla back)
The O.C. is back, y'all besta deal wit it (deal wit it)
And don't be steppin on my shoes when I get jiggy wit it (jiggy wit it)

[Chorus]
(Four, three, two, two)
A two Step, a two step
Now gon' n two step, (two step) now gon' n two step (two step)
Now gon' n two step, (two step) now gon' n two step (two step)
Now get, jiggy wit it, (jiggy wit it)
Now get, jiggy wit it (jiggy wit it)
Now get, jiggy wit it, (jiggy wit it)
Now get, jiggy wit it, (jiggy wit it)
Now gon' n two step, (two step), aye
Watch me two step, (two Step)
Now can you two step, (two step), like I two step (two step)
Watch me get, jiggy wit it, watch me get, jiggy wit it
Watch me get, jiggy wit it, watch me get, jiggy wit it
Gon n' two step

[Outro]
A two step
A gon' n two step
A two step
A gon' n two step
A two step
A gon' n two step
A two step
A gon' n two step
A two step
A gon' n two step
A two step
A gon' n two step
A two step
A gon' n two step
A two step
A gon' n two step"
1,A Bay Bay,"('Hurricane Chris',)","['Mr. Collipark', 'Phunk Dawg']",39151,56,2007,"[Intro]
This is Baby 3. everybody say A Bay Bay
A Bay Bay, A Bay Bay, A Bay Bay
A Bay Bay, A Bay Bay, A Bay Bay
A Bay Bay, A Bay Bay, A Bay Bay
A Bay Bay, A Bay Bay, A Bay Bay

[Chorus]
You wanna know what we say in the club (A Bay Bay)
White folks, gangstas, and the thugs (A Bay Bay)
Stuntin' with a stacks of them dubs (A Bay Bay)
Ridin' in the 'lac with a mug (A Bay Bay)
I'm in the club hollering
A Bay Bay, A Bay Bay, A Bay Bay, A Bay Bay, A Bay Bay
A Bay Bay, A Bay Bay, A Bay Bay, A Bay Bay, A Bay Bay
I'm in da club hollerin'

[Verse 1]
Now when I holla A Bay Bay, I'm finna get my groove on
It's so hot up in the club that I ain't got no shoes on
Holdin' up a big stack of dem hunnids in a rubber band
So don't ask me for no cash
Cause I'm not that other man
Everybody tripping cause I'm limping when I'm walking
And I'm pimping when I'm talking
I don't trick 'em when I'm talking
Them boys in the back
They be rollin' up they dopey
And they blow until choke
And that's what got his got his game flossin'
Wen I see a bad chick I'm hollerin' out A Bay Bay
Hope ya'll ain't with your boyfriend
Cuz I don't care what they say
And I don't care what he say, or she say
I'm in the DJ booth takin' pics. with the DJ
You wanna know what we say
When the clubs get crunk (wat) A Bay Bay
Let it play that's my song turn it up (ok)
You wanna know what we say
When the clubs get crunk (wat) A Bay Bay
Let it play that's my song turn it up

[Chorus]
You wanna know what we say in the club (A Bay Bay)
White folks, gangstas, and the thugs (A Bay Bay)
Stuntin' with a stacks of them dubs (A Bay Bay)
Ridin' in the 'lac with a mug (A Bay Bay)

[Verse 2]
Now if you looking for me baby
You can find me banging in the Chevy
Candy painted swinging 90
Big cars creep with my people right behind me
I showed 'em my chain
And now she hollering where you finding me
Show my mouth piece to them freaks
Now they hiring me
Oh you gotta fire them well I hope you ain't trying me
Throw the car in park then I reach under my seat
Hop out with my hand under my shirt
That's where that 9 be
Yellow bone chirpin me
She tryna see where I be
You goin' to let me get in your mouth
Well that's where I'mma be
Unpop trunk with lights, that's where the chopper be
Straight to the hotel
All the baddest chicks followin me
I know you like my style
I ain't trippin I'm just trying to see
Gurl is you drunk
Well tell me why you leaning on me
And if you thinking I'mma stunt? You tripping
I pulled up in an expedition with the roof missin'

[Chorus]
You wanna know what we say in the club (A Bay Bay)
White folks, gangstas, and the thugs (A Bay Bay)
Stuntin' with a stacks of them dubs (A Bay Bay)
Ridin' in the 'lac with a mug (A Bay Bay)

[Verse 3]
A Bay Bay let it play that's my song turn it up
I'm in the club hot, crunk, sweating, burning up
I'm bouncin' thru the crowd
Bucking, and hollering wassup
When I done fell out on the dance floor, and now I can't get up
J's on ya feet but you can't get these
Louis Vuitton brown, white, and yellow trick please
I go to Saint Louis and let my chain hang low
Canary yellow diamonds mixed with rose gold
I shine real bright in the light cause I'm a star
8 shots of patron now I'm standing on the bar
Tried to get drunk as a skunk and put the keys in the wrong car
Prolly got drunk as a skunk and put the keys in the wrong car

[Chorus]
You wanna know what we say in the club (A Bay Bay)
White folks, gangstas, and the thugs (A Bay Bay)
Stuntin' with a stacks of them dubs (A Bay Bay)
Ridin' in the 'lac with a mug (A Bay Bay)

[Outro]
A Bay Bay let it play that's my song turn it up
A Bay Bay let it play that's my song turn it up
A Bay Bay let it play that's my song turn it up
A Bay Bay let it play that's my song turn it up
A Bay Bay let it play that's my song turn it up
A Bay Bay let it play that's my song turn it up
A Bay Bay let it play that's my song turn it up
A Bay Bay let it play that's my song turn it up
A Bay Bay let it play that's my song turn it up
A Bay Bay let it play that's my song turn it up"
2,Ayo Technology,"('50 Cent', 'Justin Timberlake', 'Timbaland')","['Danja', 'Timbaland']",151662,87,2007,"[Produced by Danja & Timbaland]

[Intro: 50 Cent]
Somethin' special, unforgettable
50 Cent, Cent, Justin, 'tin
Timbaland, 'land, goddamn, damn
She, she, she want it, I want to give it to her
She know that it's right here for her
I wanna see her break it down
I'm ballin', throwing money around

[Verse 1: 50 Cent]
She a working girl, she work the pole
She break it down, she take it low
She fine as hell, she 'bout the dough
She doing her thing out on the flo'
Her money money, she make it make it
Look at the way she shake it shake it
Make you wanna touch it, make you wanna taste it
Have you lusting for it, going crazy, face it
Now don't stop, get it get it
The way she shake it make you wanna hit it
Think she double jointed from the way she split it
Got your head fucked up from the way she did it
She so much more than you used to
She know just how to move to seduce you
She gon' do the right thing and touch the right spot
And dance in your lap till you ready to pop

[Bridge: 50 Cent & Justin Timberlake]
She always ready, when you want it she want it
Like a nympho, the info, I'll show you where to meet her
On the late night, 'til daylight, the club jumping
If you want a good time, she gon' give you what you want
(Let me talk to you)

[Hook: Justin Timberlake]
Baby, you're so new age, you're like my new craze
Let's get together, maybe we can start a new phase
This smoke's got the club all hazy, spotlights don't do you justice, baby
Why don't you come over here?
You got me saying, ""Ayo!"" I'm tired of using technology
Why don't you sit down on top of me?
Ayo! I'm tired of using technology
I need you right in front of me
Ooh, she wants it, uh, uh, she wants it
Ooh, she wants it, so I gotta give it to her
Ooh, she wants it, uh, uh, she wants it
Ooh, she wants it, so I gotta give it to her

[Post-Hook: Timbaland]
Your hips, your thighs, they got me hypnotized
Let me tell you
Your hips, your thighs, they got me hypnotized
Let me tell you
Your hips, your thighs, they got me hypnotized
Let me tell you
Your hips, your thighs, they got me hypnotized
Let me tell you, girl

[Verse 2: 50 Cent]
Got a thang for that thang she got
The way she make it tick, the way she make it pop
I make it rain for her so she don't stop
I ain't got to move, I can sit and watch
In the fantasy, it's plain to see, just how it be, her and me
Backstroking, sweat soaking, all into my satin sheets
When she ready to ride, I'm ready to roll
I'll be in this bitch 'til the club close
Watching her do her thing on all fours
Now that that there should be against the law
From side to side, left to right, break it down, down, down
Know I like when you're hype and you throw it all around
Different style, different mood, damn, I like the way you move
Girl, you got me thinking 'bout all the things I'll do to you
Let's get it poppin', shawty, we could switch positions
From the couch to the counters in my kitchen
(Let me talk to you)

[Hook: Justin Timberlake]
Baby, you're so new age, you're like my new craze
Let's get together, maybe we can start a new phase
This smoke's got the club all hazy, spotlights don't do you justice, baby
Why don't you come over here?
You got me saying, ""Ayo!"" I'm tired of using technology
Why don't you sit down on top of me?
Ayo! I'm tired of using technology
I need you right in front of me
Ooh, she wants it, uh, uh, she wants it
Ooh, she wants it, so I gotta give it to her
Ooh, she wants it, uh, uh, she wants it
Ooh, she wants it, so I gotta give it to her

[Post-Hook: Timbaland]
Your hips, your thighs, they got me hypnotized
Let me tell you
Your hips, your thighs, they got me hypnotized
Let me tell you
Your hips, your thighs, they got me hypnotized
Let me tell you
Your hips, your thighs, they got me hypnotized
Let me tell you girl"
3,Bartender,"('T-Pain', 'Akon')",['T-Pain'],118322,33,2007,"[Intro: T-Pain]
Yeah, uh-huh
Yeah, yeah

[Verse 1: T-Pain]
Broke up with my girl last night so I went to the club
So I went to the club
Put on a fresh white suit and the mini coupe sittin' on dubs
Sittin' on dubs
I'm just lookin for somebody to talk to and show me some love
Show me some love
If you know what I mean, uh-huh
E'rybody jockin' me as soon as I stepped in the spot
I stepped in the spot
Two hundred bitches and I'm bettin' ain't none of them hot
Ain't none of them hot
Except for this pretty young thang that was workin' on the way, at the top
On the way, at the top
Shawty what is your name?

[Pre-Hook 1: T-Pain]
Ooh she made us drinks to drink; we drunk 'em, got drunk
And then I think she thinks I'm cool
She gave me a wink, I winked back, and then I think that
We hit it off somethin' proper like

[Hook: T-Pain]
I like the bartender (ooh, if you're lookin' for me)
I'm at the bar with her (oh oh oh uh-huh, okay)
I like the bartender (yeah, if you're lookin' for me)
I'm at the bar with her (oh oh oh uh-huh, okay)

[Verse 2: T-Pain]
Got a brand new girl so I'm feelin all good inside
All good inside
Feel like I put some brand new 24's on a brand new ride
On a brand new ride
Triple shot of Patron on the rocks wit' a lil' bit of lime
Wit' a lil' bit of lime
I'm just keepin it real, uh-huh
Baby still workin' at the club so I'm gettin' in free
So I'm getting' in free
Wednesday night, I'm on the list, T-Pain plus three
T-Pain plus three
E'ry time I hit the spot babygirl takin' care of me
Takin' care of me
How do you think I feel?

[Pre-Hook 2: T-Pain]
Ooh she made us drinks to drink; we drunk 'em, got drunk
And now I know she thinks I'm cool
She gave me a wink, I winked back, and then I think that
We gon' have fun at my spot tonight

[Hook: T-Pain]
I like the bartender (ooh, if you're lookin' for me)
I'm at the bar with her (oh oh oh uh-huh, okay)
I like the bartender (yeah, if you're lookin' for me)
I'm at the bar with her (oh oh oh uh-huh, okay)

[Verse 3: Akon]
Shorty I'm sure you heard that I rarely ever come out
Ever come out
Unless I'm in the M6, doin' tricks, freeway burnt out
Freeway burnt out
Got a passenger side that's empty wantin it to be yo spot
Be yo spot
Put you on my Billboard, we can act like the charts, I can end up on top
And I end up on top
Don't smoke, don't drink, that's why I don't be by the bar baby
Just lookin at you from a distance, lookin like a God damn star baby
So my girl don't see me T-Pain, can I get those keys to the car?
Those keys to the car
'Bout to go and bang bang boogie with my cutie and I'll see you tomorr'

[Pre-Hook 2: T-Pain & Akon]
Ooh she made us drinks to drink; we drunk 'em, got drunk
And now I know, she thinks I'm cool
She thinks I'm cool
She gave me a wink, I winked back uh-huh
And then I think that uh-huh
We gon' have fun at my spot tonight
And we slide

[Hook: T-Pain]
I like the bartender (ooh, if you're lookin' for me)
I'm at the bar with her (oh oh oh uh-huh, okay)
I like the bartender (yeah, if you're lookin' for me)
I'm at the bar with her (oh oh oh uh-huh, okay)"
4,Beautiful Girls,"('Sean Kingston',)","['Peter Harrison', 'J.R. Rotem']",403784,31,2007,"[Intro: J.R. Rotem]
J.R., Sean Kingston

[Chorus: Sean Kingston]
You're way too beautiful, girl
That's why it'll never work
You'll have me suicidal, suicidal
When you say it's over
Damn all these beautiful girls
They only wanna do you dirty
They'll have you suicidal, suicidal
When they say it's over

[Verse 1: Sean Kingston]
See, it started at the park
Used to chill after dark
Oh, when you took my heart
That's when we fell apart
'Cause we both thought
That love lasts forever (lasts forever)
They say we're too young
To get ourselves sprung
Oh, we didn't care
We made it very clear
And they also said
That we couldn't last together (last together)

[Pre-Chorus: Sean Kingston]
See it's very defined
You're one of a kind
But you mash up my mind
You often get declined
Oh lord, my baby is drivin' me crazy

[Chorus: Sean Kingston]
You're way too beautiful, girl
That's why it'll never work
You'll have me suicidal, suicidal
When you say it's over
Damn all these beautiful girls
They only wanna do you dirty
They'll have you suicidal, suicidal
When they say it's over

[Verse 2: Sean Kingston]
It was back in '99
Watchin' movies all the time
Oh, when I went away for doin' my first crime
And I never thought
That we was gonna see each other (See each other)
And then I came out
Mami moved me down south
Oh I'm with my girl who I thought was my world
It came out to be
That she wasn't the girl for me (Girl for me)

[Pre-Chorus: Sean Kingston]
See it's very defined
You're one of a kind
But you mash up my mind
You often get declined
Oh lord, my baby is drivin' me crazy

[Chorus: Sean Kingston]
You're way too beautiful, girl
That's why it'll never work
You'll have me suicidal, suicidal
When you say it's over
Damn all these beautiful girls
They only wanna do you dirty
They'll have you suicidal, suicidal
When they say it's over

[Verse 3: Sean Kingston]
Now we're fussin'
And now we're fightin'
Please tell me why
I'm feelin' slighted
And I don't know
How to make it better (Make it better)
You're datin' other guys
You're tellin' me lies
Oh, I can't believe
What I'm seein' with my eyes
I'm losin' my mind
And I don't think it's clever (Think it's clever)

[Outro: Sean Kingston]
You're way too beautiful, girl
That's why it'll never work
You'll have me suicidal, suicidal, suicidal"
5,Beautiful Liar,"('Beyonce', 'Shakira')","['Beyoncé', 'Shakira', 'StarGate']",56390,62,2007,"[Intro: Beyoncé]
Ay, ay, ay
Nobody likes being played
(Oh) Beyoncé, Beyoncé
(Oh) Shakira, Shakira
Hey!

[Verse 1: Beyoncé, Shakira]
He said I'm worth it, his one desire
I know things about 'em that you wouldn't want to read about
He kissed me, his one and only (yes), beautiful liar
Tell me how you tolerate the things I just found out about

[Pre-Chorus: Beyoncé, Shakira]
You never know
Why are we the ones who suffer?
I have to let go
He won't be the one to cry

[Chorus: Beyoncé, Shakira, Both]
(Ay) Let's not kill the karma
(Ay) Let's not start a fight
(Ay) It's not worth the drama
For a beautiful liar
(Oh) Can't we laugh about it? (Ha, ha, ha!)
(Oh) It's not worth our time
(Oh) We can live without him
Just a beautiful liar

[Verse 2: Beyoncé, Shakira]
I trusted him, but when I followed you, I saw you together
I didn't know about you then 'till I saw you with him again
I walked in on your love scene, slow dancing
You stole everything, how can you say I did you wrong, yeah?

[Pre-Chorus: Beyoncé, Shakira]
We'll never know
When the pain and heartbreak's over
I have to let go
The innocence is gone

[Chorus: Beyoncé, Shakira, Both]
(Ay) Let's not kill the karma
(Ay) Let's not start a fight
(Ay) It's not worth the drama
For a beautiful liar
(Oh) Can't we laugh about it? (Ha, ha, ha!)
(Oh) It's not worth our time
(Oh) We can live without him
Just a beautiful liar

[Bridge: Beyoncé, Shakira, Both]
Tell me how to forgive you (Ooh)
When it's me who's ashamed (Oh)
And I wish could free you
Of the hurt and the pain
But the answer is simple
He's the one to blame, hey!

[Break: Beyoncé]
(Ay) Beyoncé, Beyoncé
(Ay) Shakira, Shakira
(Oh) Beyoncé, Beyoncé
(Oh) Shakira, Shakira
Hey!

[Chorus: Beyoncé, Shakira, Both]
(Ay) Let's not kill the karma
(Ay) Let's not start a fight
(Ay) It's not worth the drama
For a beautiful liar
(Oh) Can't we laugh about it? (Ha, ha, ha!)
(Oh) It's not worth our time
(Oh) We can live without him
Just a beautiful liar"
6,Because Of You,"('Ne-Yo',)",['StarGate'],100817,57,2007,"[Intro]
Ooh-oh-oh, oh-oh, oh-oh
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh

[Verse 1]
Want to, but I can’t help it, I love the way it feels
It’s got me stuck between my fantasy and what is real
I need it when I want it, I want it when I don’t
Tell myself I’ll stop everyday, knowin’ that I won't
I got a problem and I don’t know what to do about it
Even if I did, I don’t know if I would quit but I doubt it
I’m taken by the thought of it

[Pre-Chorus]
And I know this much is true
Baby, you have become my addiction
I’m so strung out on you
I can barely move but I like it

[Chorus]
And it’s all because of you (All because of you)
And it’s all because of you (All because of you)
And it’s all because of you (All because of you)
And it’s all because
Never get enough
She’s the sweetest drug

[Verse 2]
Ooh-oh-oh
Think of it every second, I can't get nothing done
Only concern is the next time I’m gon' get me some
Know I should stay away from, 'cause it's no good for me
I try and try, but my obsession won't let me leave
I got a problem and I don’t know what to do about it
Oh, even if I did, I don’t know if I would quit but I doubt it
I’m taken by the thought of it, hey

[Pre-Chorus]
And I know this much is true
Baby, you have become my addiction
I’m so strung out on you (Strung out on you)
I can barely move but I like it (I like it)

[Chorus]
And it’s all because of you (Oh, all because of you)
And it’s all because of you (All because of you)
And it’s all because of you (All because of you)
And it’s all because
Never get enough (Never get enough)
She’s the sweetest drug

[Bridge]
Ooh-oh-oh
Ain’t no doubt (No doubt, hey), so strung out (Strung out)
Ain’t no doubt (There's ain't no grain of doubt, oh), so strung out (Hey)
Over you, over you (You), over you (You)
Ooh-oh-oh
Because of you
And it’s all because of you
Never get enough
She’s the sweetest drug

[Pre-Chorus]
And I know this much is true
Baby, you (Baby, you, you, you) have become my addiction (My addiction)
I’m so strung out on you
I can barely move but I like it (Oh I like it, yeah)

[Chorus]
And it’s all because of you (All because of you)
And it’s all because of you (All because of you)
And it’s all because of you (All because of you)
And it’s all because
Never get enough (Oh never get enough)
She’s the sweetest drug

[Outro]
She's the sweetest drug"
7,Bed,"('J. Holiday',)",['Los Da Mystro'],67334,72,2007,"[Written by The-Dream and Los Da Mystro]

[Intro]
J. Holiday
Oo-oh, oo-oh
(Ay-ay-ay, Ay, Ay-ay-ay, Ay, Ay-ay-ay, Ay)
Put you to bed, bed, bed
Put you to bed, bed, bed

[Verse 1]
Girl, change into that Victoria's Secret thing that I like -
Alright
Okay tonight you're having me your way
Perfume
Spray it there
Put our love in the air
Now put me right next to you
Finna raise the temp' in the room
First rub my back like you do
Right there (uh huh) right there (uh)
You touch me like you care
Now stop
And let me repay you for the week that you've been through
Workin' that nine to five and stayin' cute like you do
Oh, oh, oh

[Pre-Chorus]
I love it (I love it)
You love it (you love it)
Everytime (everytime)
We touchin' (we touchin')
I want it (I want it)
You want it (you want it)
I'll see you (see you)
In the mornin' (in the mornin')

[Chorus]
Wanna put my fingers through your hair
Wrap me up in your legs
And love you till your eyes roll back
I'm tryna put you to bed, bed, bed
I'mma put you to bed, bed, bed
Then I'mma rock ya body
Turn you over
Love is war, I'm your soldier
Touchin' you like it's our first time
I'mma put you to bed, bed, bed
I'mma put you to bed, bed, bed

[Verse 2]
I'm starin' at you while you sleep
Irreplaceable beauty
Put my face up in your neck and breathe (Ooh, breathe)
Take you into my senses
Wake up it's time to finish
Round two, round two
Matter of fact, it's closer to three
She like, ""How long I been sleep?""
Shawty kisses turn into the sweetest dreams
Like give it to me
And I can feel her tell me
""My angel, this is wonderful""
Thanks for letting me bless ya
Come down, fly right
Drift back into heaven
Oh, oh, oh, oh

[Pre-Chorus]
I love it (I love it)
You love it (you love it)
Everytime (everytime)
We touchin' (we touchin')
I want it (I want it)
You want it (you want it)
I'll see you (see you)
In the mornin' (in the mornin')

[Chorus]
Wanna put my fingers through your hair
Wrap me up in your legs
And love you till your eyes roll back
I'm tryna put you to bed, bed, bed
I'mma put you to bed, bed, bed
Then I'mma rock ya body
Turn you over
Love is war, I'm your soldier
Touchin' you like it's our first time
I'mma put you to bed, bed, bed
I'mma put you to bed, bed, bed

[Bridge]
Watch the sunlight peak over the horizon
Ooh-ooh, ooh-ooh, ooh-ooh, ooh-ooh
The sun ain't the only thing that's shinin'
Ooh-ooh, ooh-ooh, ooh-ooh, ooh-ooh
Now I'mma send you out into the world with my love
Tell everybody, Ay
Everybody
Ay, Ay-ay-ay, Ay, Ay-ay-ay, Ay, Ay-ay-ay, Ay"
8,Before He Cheats,"('Carrie Underwood',)",['Mark Bright'],168834,6,2007,"[Verse 1]
Right now, he's probably slow dancing
With a bleached-blond tramp
And she's probably getting frisky
Right now, he's probably buying her some fruity little drink
'Cause she can't shoot whiskey
Right now, he's probably up behind her with a pool-stick
Showing her how to shoot a combo
And he don't know

[Chorus]
I dug my key into the side
Of his pretty little souped up four-wheel drive
Carved my name into his leather seats
I took a Louisville slugger to both headlights
Slashed a hole in all four tires
Maybe next time, he'll think before he cheats

[Verse 2]
Right now, she's probably up singing some
White-trash version of Shania karaoke
Right now, she's probably saying, ""I'm drunk""
And he's a thinking that he's gonna get lucky
Right now, he's probably dabbing on
Three dollars worth of that bathroom polo
Oh, and he don't know

[Chorus]
Oh, that I dug my key into the side
Of his pretty little souped up four-wheel drive
Carved my name into his leather seats
I took a Louisville slugger to both headlights
Slashed a hole in all four tires
Maybe next time, he'll think before he cheats

[Bridge]
I might've saved a little trouble for the next girl
'Cause the next time that he cheats
Oh, you know it won't be on me
No, not on me

[Chorus]
'Cause I dug my key into the side
Of his pretty little souped up four-wheel drive
Carved my name into his leather seats
I took a Louisville slugger to both headlights
Slashed a hole in all four tires
Maybe next time, he'll think before he cheats

[Outro]
Oh, maybe next time, he'll think before he cheats
Oh, before he cheats
Oh"
9,Better Than Me,"('Hinder',)",['Brian Howes'],10563,97,2007,"[Verse 1]
I think you can do much better than me
After all the lies that I made you believe
Guilt kicks in and I start to see
The edge of the bed
Where your nightgown used to be

[Pre-Chorus]
I told myself I won’t miss you
But I remembered
What it feels like beside you

[Chorus]
I really miss your hair in my face
And the way your innocence tastes
And I think you should know this
You deserve much better than me

[Verse 2]
While lookin’ through your old box of notes
I found those pictures I took
That you were lookin’ for
If there’s one memory I don’t wanna lose
That time at the mall
You and me in the dressing room

[Pre-Chorus]
I told myself I won’t miss you
But I remembered
What it feels like beside you

[Chorus]
I really miss your hair in my face
And the way your innocence tastes
And I think you should know this
You deserve much better than me

[Bridge]
The bed I’m lyin’ is getting colder
Wish I never would’ve said it’s over
And I can’t pretend
I won’t think about you when I’m older
Cause we never really had our closure
This can’t be the end

[Chorus]
I really miss your hair in my face
And the way your innocence tastes
And I think you should know this
You deserve much better than me
I really miss your hair in my face
And the way your innocence tastes
And I think you should know this
You deserve much better than me

[Outro]
And I think you should know this
You deserve much better than me
And I think you should know this
You deserve much better than me
And I think you should know this
You deserve much better than me
And I think you should know this"
