,Song Title,Artists,Producers,Genius ViewCount,Song Rank,Year,Lyrics
0,1-800-273-8255,"('Logic', 'Alessia Cara', 'Khalid')","['6ix', 'Logic']",7053813,31,2017,"[Pre-Chorus: Logic]
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine (Who can relate? Woo)
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

[Chorus: Logic]
I don't wanna be alive, I don't wanna be alive
I just wanna die today, I just wanna die
I don't wanna be alive, I don't wanna be alive
I just wanna die
And let me tell you why

[Verse 1: Logic]
All this other shit I'm talkin' 'bout, they think they know it
I've been praying for somebody to save me, no one's heroic
And my life don't even matter, I know it, I know it
I know I'm hurting deep down, but can't show it
I never had a place to call my own
I never had a home, ain't nobody callin' my phone
Where you been? Where you at? What's on your mind?
They say every life precious but nobody care about mine

[Pre-Chorus: Logic]
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine (Who can relate? Woo)
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

[Chorus: Logic]
I want you to be alive, I want you to be alive
You don't gotta die today, you don't gotta die
I want you to be alive, I want you to be alive
You don't gotta die, now let me tell you why

[Verse 2: Alessia Cara]
It's the very first breath when your head's been drowning underwater
And it's the lightness in the air when you're there chest-to-chest with a lover
It's holding on, though the road's long, seeing light in the darkest things
And when you stare at your reflection, finally knowing who it is
I know that you'll thank God you did

[Verse 3: Logic]
I know where you been, where you are, where you goin'
I know you're the reason I believe in life
What's the day without a little night?
I'm just tryna shed a little light
It can be hard
It can be so hard
But you gotta live right now
You got everything to give right now

[Pre-Chorus: Logic]
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine (Who can relate? Woo)
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

[Chorus: Logic]
I finally wanna be alive, I finally wanna be alive
I don't wanna die today, I don't wanna die
I finally wanna be alive, I finally wanna be alive
I don't wanna die, I don't wanna die

[Outro: Khalid]
Pain don't hurt the same, I know
The lane I travel feels alone
But I'm moving 'til my legs give out
And I see my tears melt in the snow
But I don't wanna cry, I don't wanna cry anymore
I wanna feel alive, I don't even wanna die anymore
Oh, I don't wanna
I don't wanna
I don't even wanna die anymore"
1,24K Magic,"('Bruno Mars',)",['Shampoo Press & Curl'],1449697,16,2017,"[Intro]
Tonight
I just want to take you higher
Throw your hands up in the sky
Let's set this party off right

[Chorus]
Players, put yo' pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Verse 1]
Pop pop, it's show time (Show time)
Show time (Show time)
Guess who's back again?
Oh they don't know? (Go on tell 'em)
Oh they don't know? (Go on tell 'em)
I bet they know soon as we walk in (Showin' up)
Wearing Cuban links (ya)
Designer minks (ya)
Inglewood's finest shoes (Whoop, whoop)
Don't look too hard
Might hurt ya'self
Known to give the color red the blues

[Pre-Chorus]
Ooh shit, I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)

[Chorus]
Players only, come on
Put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Verse 2]
Second verse for the hustlas (hustlas)
Gangstas (gangstas)
Bad bitches and ya ugly ass friends (Haha)
Can I preach? (Uh oh) Can I preach? (Uh oh)
I gotta show 'em how a pimp get it in
First, take your sip (sip), do your dip (dip)
Spend your money like money ain't shit (Whoop, whoop)
We too fresh
Got to blame it on Jesus
Hashtag blessed
They ain't ready for me

[Pre-Chorus]
I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)

[Chorus]
Players only, come on
Put your pinky rings up to the moon
Hey girls
What y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Bridge]
(Wooh)
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Now, now, now
Watch me break it down like (Uh)
24 karat, 24 karat magic
What's that sound?
24 karat, 24 karat magic
Come on now
24 karat, 24 karat magic
Don't fight the feeling
Invite the feeling

[Chorus]
Just put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Put your pinky rings up to the moon
Girls, what y'all trying to do? (Do)
24 karat magic in the air
Head to toe so player
(24 karat)
Uh, look out

[Outro]
(24 karat magic, magic, magic)"
2,All Time Low,"('Jon Bellion',)",['Jon Bellion'],832212,75,2017,"[Verse 1]
I was the knight in shining armor in your movie
Would put your lips on mine and love the aftertaste
Now I'm a ghost, I call your name, you look right through me
You're the reason I'm alone and masturbate

[Pre-Chorus]
I, I've been trying to fix my pride
But that shit's broken, that shit's broken
Lie, lie, l-lie I tried to hide
But now you know it

[Chorus]
That I'm at an all time
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low

[Verse 2]
I was the prototype like 3 Stacks on that CD
An example of the perfect candidate
Now, all your girlfriends say that you don't want to see me
You're the reason that I just can't concentrate

[Pre-Chorus]
I, (I, I) I've been trying to fix my pride
But that shit's broken, that shit's broken
Lie (lie, lie), lie, l-lie I tried to hide
But now you know it

[Chorus]
That I'm at an all time
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low

[Bridge]
I, I, I, I've been trying to fix my pride
But that shit's broken, that shit's broken
Lie (lie, lie), lie, l-lie and try to hide
But now you know it
That I'm at an all time
Low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low, low, low
Low, low
Low, low, low, low, low, low, low, low, low, low, low, low
Lie, l-lie, I try to hide, but now you know it
That I'm at an all time...
Hey!

[Outro]
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low"
3,Attention,"('Charlie Puth',)",['Charlie Puth'],3701496,22,2017,"[Intro]
Woah-oah, hm-hmm

[Verse 1]
You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd
Call you up
You've been going 'round, going 'round, going 'round
Every party in LA
'Cause you knew that I, knew that I, knew that I'd
Be at one, oh

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine, ooh
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you, oh

[Verse 2]
You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd
Call you up
Baby, now that we're, now that we're, now that we're
Right here standin' face to face
You already know, 'ready know, 'ready know
That you won, oh

[Pre-Chorus]
I know that dress is karma (Dress is karma), perfume regret, yeah
You got me thinking 'bout when you were mine, ooh
(You got me thinking 'bout when you were mine)
And now I'm all up on ya (All up on ya), what you expect? (Oh, baby)
But you're not coming home with me tonight, oh no

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new (One new)
Yeah, you just want attention (Oh), I knew from the start (The start)
You're just making sure I'm never gettin' over you (Over you), oh

[Bridge]
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh?

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you (Over you)

[Outro]
What are you doin' to me? (Hey)
What are you doin', huh? (What are you doin', love?)
What are you doin' to me?
What are you doin', huh? (Yeah, you just want attention)
What are you doin' to me? (I knew from the start)
What are you doin' huh? (You're just making sure I'm never gettin' over you)
What are you doin' to me?
What are you doin', huh?"
4,Bad And Boujee,"('Migos', 'Lil Uzi Vert')","['G Koop', 'Metro Boomin']",8486546,6,2017,"[Intro: Offset]
You know, young rich niggas
You know somethin', we ain't really never had no old money
We got a whole lotta new money though, hah
(If Young Metro don't trust you, I'm gon' shoot you)
Hey

[Chorus: Offset]
Raindrop (Drip), drop-top (Drop-top)
Smokin' on cookie in the hotbox (Cookie)
Fuckin' on your bitch, she a thot, thot (Thot)
Cookin' up dope in the crockpot (Pot)
We came from nothin' to somethin', nigga (Hey)
I don't trust nobody, grip the trigger (Nobody)
Call up the gang and they come and get ya (Gang)
Cry me a river, give you a tissue (Hey)
My bitch is bad and bougie (Bad)
Cookin' up dope with a Uzi (Blaow)
My niggas is savage, ruthless (Savage)
We got 30s and hundred-rounds too (Grrah)
My bitch is bad and bougie (Bad)
Cookin' up dope with a Uzi (Dope)
My niggas is savage, ruthless (Hey)
We got 30s and hundred-rounds too (Glah)

[Verse 1: Offset]
Offset, woo, woo, woo, woo, woo
Rackaids on rackaids (Racks), got back-ends on back-ends
I'm ridin' around in a coupe (Coupe)
I take your bih right from you (You)
Bitch, I'm a dog, roof (Grr)
Beat the ho walls loose (Hey)
Hop in the frog, whoo (Skrrt)
I tell that bih to come comfort me (Comfort me)
I swear these niggas is under me (Hey)
They hate and the devil keep jumpin' me (Jumpin' me)
Bankrolls on me keep me company (Cash)
Ayy, we do the most (Most)
Yeah, pull up in Ghosts (Woo)
Yeah, my diamond's a choker (Glah)
Holdin' the fire with no holster (Blaow)
Rick the Ruler, diamonds cooler (Cooler)
This a Rollie, not a Muller (Hey)
Dabbin' on 'em like the usual (Dab)
Magic with the brick, do voodoo (Magic)
Courtside with a bad bitch (Bitch)
Then I send the bitch through Uber (Go)
I'm young and rich and plus I'm bougie (Hey)
I'm not stupid so I keep the Uzi (Rrah)
Rackaids on rackaids, got back-ends on back-ends
So my money makin' my back ache (Aagh)
You niggas got a low Act rate (Act)
We from the Nawf, yeah, Dat Way (Nawf)
Fat Cookie blunt in the ashtray (Cookie)
Two bitches, just national smash day (Smash)
Hop in the Lamb', have a drag race (Skrrt)
I let them birds take a bath, bae (Brr)

[Chorus: Offset]
Raindrop (Drip), drop-top (Drop-top)
Smokin' on cookie in the hotbox (Cookie)
Fuckin' on your bitch, she a thot, thot (Thot)
Cookin' up dope in the crockpot (Pot)
We came from nothin' to somethin', nigga (Hey)
I don't trust nobody, grip the trigger (Nobody)
Call up the gang and they come and get ya (Gang)
Cry me a river, give you a tissue (Hey)
My bitch is bad and bougie (Bad)
Cookin' up dope with a Uzi (Blaow)
My niggas is savage, ruthless (Savage)
We got 30s and hundred-rounds too (Grrah)
My bitch is bad and bougie (Bad)
Cookin' up dope with a Uzi (Dope)
My niggas is savage, ruthless (Hey)
We got 30s and hundred-rounds too (Glah)

[Verse 2: Quavo]
Pour a four, I'm droppin' muddy, outer space, Kid Cudi (Drank)
Introduce me to your bitch as wifey and we know she sluttin'
Broke a brick down, Nutty Buddy, now that nigga duckin' (Phew)
Don't move too fast, I might shoot ya (Huh?)
Draco bad and bougie (Draco)
I'm always hangin' with shooters (Brrah)
Might be posted somewhere secluded (Private)
Still be playin' with pots and pans, call me Quavo Ratatouille (Cook it up)
Run with that sack, call me Boobie (Run with it)
When I'm on stage, show me boobies (Ayy)
Ice on my neck, I'm the coolest (Ice)
Hop out the suicide with the Uzi (Pew-pew-pew)
I pull up, I pull up, I pull up
I hop out with all of the drugs and the good luck (Skrrt)
I'm cookin', I'm cookin', I'm whippin'
I'm whippin' until it rock up, let it lock up (Lock up)
I gave her ten racks
I told her go shoppin' and spend it all at the pop up (Ten)
These bitches, they fuck and suck dick
And they bustin' for Instagram, get your clout up
Uh, yeah, that way (Yeah)
Float on the track like a Segway (Go)
Yeah, that way (Dat way)
I used to trap by the Subway (Trappin', trappin')
Yeah, that way (Go)
Young nigga trap with the AK (Rrah, uh)
Yeah, that way (Yeah)
Big dyke ho, get the door, Macy Gray (Hey)

[Chorus: Offset & Lil Uzi Vert]
Raindrop (Drip), drop-top (Drop-top)
Smokin' on cookie in the hotbox (Cookie)
Fuckin' on your bitch, she a thot, thot (Thot)
Cookin' up dope in the crockpot (Pot)
We came from nothin' to somethin', nigga (Hey)
I don't trust nobody, grip the trigger (Nobody)
Call up the gang and they come and get ya (Gang)
Cry me a river, give you a tissue (Hey)
My bitch is bad and bougie (Bad)
Cookin' up dope with a Uzi (Blaow)
My niggas is savage, ruthless (Savage)
We got 30s and hundred-rounds too (Grrah)
My bitch is bad and bougie (Bad)
Cookin' up dope with a Uzi (Dope, huh?)
My niggas is savage, ruthless (Hey, what?)
We got 30s and hundred-rounds too (Glah, Lil Uzi)

[Verse 3: Lil Uzi Vert]
Yeah, yeah, yeah, yeah, yeah, yeah (Yeah)
My bitch, she bad to the bone (She what?)
Ayy, wait, these niggas watchin'
I swear to God they be my clones (They watchin')
Yeah, hey, huh
Switchin' my hoes like my flows (What?)
Switchin' my flows like my clothes (Like what?)
Keep on shootin' that gun, don't reload (Damn)
Ooh, ooh, now she want fuck with my crew (My crew)
'Cause the money come all out the roof (Damn, damn)
Drive the 'Rari, that bitch got no roof (Skrrt)
Wait, what kind of 'Rari? 458 (Damn)
All of these niggas, they hate (They hate)
Try to hide, shoot through the gate
Look, go to strip club, make it rain, yeah
So much money they use rakes
Count a hundred thousand in your face (In your face)
Yeah, then put 300 right in the safe
Met her today, yeah (Ooh)
She talk to me like she knew me, yeah (Ooh)
Go to sleep in a jacuzzi, yeah (Yeah)
Wakin' up right to a two-piece, yeah
Countin' that paper like loose-leaf, yeah
Gettin' that chicken with blue cheese, yeah
Boy, you so fake, like my collar, you snakin'
I swear to God that be that Gucci (Ayy)
And you know we winnin' (Winnin')
Yeah, we is not losin'
Try to play your song, it ain't move me (What?)
Saw your girl once, now she choosin', yeah

[Chorus: Offset & Lil Uzi Vert]
Raindrop (Drip), drop-top (Drop-top)
Smokin' on cookie in the hotbox (Cookie)
Fuckin' on your bitch, she a thot, thot (Thot, yeah)
Cookin' up dope in the crockpot (Pot)
We came from nothin' to somethin', nigga (Hey)
I don't trust nobody, grip the trigger (Nobody, yeah)
Call up the gang and they come and get ya (Gang)
Cry me a river, give you a tissue (Hey, Lil Uzi)
My bitch is bad and bougie (Bad, she bad)
Cookin' up dope with a Uzi (Blaow, cookin' up, cookin' up)
My niggas is savage, ruthless (Savage, they savage)
We got 30s and hundred-rounds too (Grrah)
My bitch is bad and bougie (Bad)
Cookin' up dope with a Uzi (Dope, what?)
My niggas is savage, ruthless (Hey, yeah)
We got 30s and hundred-rounds too (Glah, Lil Uzi)"
5,Bad Things,"('Machine Gun Kelly x Camila Cabello',)",[],0,41,2017,
6,Bank Account,"('21 Savage',)","['Metro Boomin', '21 Savage']",2533982,48,2017,"[Intro]
Ooh, ooh, ooh, ow, ow, ow
Wow, wow, ow, ah, ow, ah, ah, ah

[Verse 1]
I buy a new car for the bitch (for real)
I tear down the mall with the bitch (for real)
You can't even talk to the bitch (no)
She fucking with bosses and shit (on God)
I pull up in 'Rari's and shit (skrrr)
With choppers and Harley's and shit (for real)
I be Gucci'd down (Gucci)
You wearing Lacoste and shit (bitch)
Yeah, Moncler, yuh, fur came off a bear, yuh (yeah)
Triple homicide, put me in a chair, yuh (in jail)
Triple cross the plug, we do not play fair, yuh (on God)
Got 'em tennis chains on and they real blingy (bling)
Draco make you do the chicken head like Chingy (Chingy)
Walk in Neiman Marcus and I spend a light fifty (fifty)
Please proceed with caution, shooters, they be right with me (21)
Bad bitch, cute face and some nice titties
$7500 on a Saint Laurent jacket (yeah)
Bitch, be careful when you dumpin' your ashes (bitch)
I ain't no sucker, I ain't cuffin' no action (nah)
The skreets raised me, I'm a whole bastard (wild)
I bought a 'Rari just so I can go faster (skrrr)
Niggas tryna copy me, they playin' catch up (21)
I might pull up in a Ghost, no Casper (21)
I been smoking gas and I got no asthma

[Chorus]
I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)

[Verse 2]
Yeah, dawg, huh—yeah—, nah for real, dawg (21)
Straight up out the 6, now got a house in the Hills, dawg (21)
Wanna see a body, nigga? Get you killed, dawg (wet)
Wanna tweet about me, nigga? Get you killed, dawg (wet)
Killed dog, I'm a real dawg—21—, you a lil' dawg (21)
Bill dog, want a bil', dog, chasing mil's, dawg (yeah)
Dunk right in your bitch like O'Neal, dawg (wet)
Plus I shoot like, shoot like Reggie Mill', dawg (21)
Chopper sting you like a eel, dawg (fast)

[Chorus]
I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)

[Verse 3]
Ruler clip—umm—, sent a ruler hit
Pull up on yo' bitch, she say that I got a ruler dick
Spray your block down, we not really with that ruh-rah shit
Glock cocked now, I don't really give no fuck 'bout who I hit
Yeah, yo' bitch, she get jiggy with me, keep that Siggy with me
Bitch, I'm Mad Max, you know I got Ziggy with me
Keep a mad mag in case a nigga wanna get busy with me
'Rari matte black and I got a Bentley with me

[Chorus]
I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)

[Outro]
$7500 on a Saint Laurent jacket
Bitch, be careful where you dumpin' your ashes
I ain't no sucker, I ain't cuffin' no action
The streets raised me, I'm a whole bastard"
7,Believer,"('Imagine Dragons',)","['Wolf Cousins', 'Imagine Dragons', 'Mattman & Robin']",4548250,9,2017,"[Verse 1]
First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second thing second
Don't you tell me what you think that I could be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

[Pre-Chorus]
I was broken from a young age
Taking my sulkin' to the masses
Writing my poems for the few
That look at me, took to me, shook at me, feelin' me
Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the...

[Chorus]
Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer

[Verse 2]
Third things third
Send a prayer to the ones up above
All the hate that you've heard has turned your spirit to a dove, oh-ooh
Your spirit up above, oh-ooh

[Pre-Chorus]
I was chokin' in the crowd
Building my rain up in the cloud
Falling like ashes to the ground
Hoping my feelings, they would drown
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...

[Chorus]
Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer

[Bridge]
Last things last
By the grace of the fire and the flames
You're the face of the future, the blood in my veins, oh-ooh
The blood in my veins, oh-ooh
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...

[Chorus]
Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer"
8,Black Beatles,"('Rae Sremmurd', 'Gucci Mane')",['Mike WiLL Made-It'],4656718,19,2017,"[Intro: Swae Lee & Gucci Mane]
Black Beatles in the city
Be back immediately to confiscate the moneys
(Ear Drummers)
Rae Sremm, Guwop, Mike WiLL!
I sent flowers, but you said you didn't receive 'em
But you said you didn't need 'em (Mike WiLL Made-It!)

[Chorus: Swae Lee]
That girl is a real crowd pleaser (oh yeah)
Small world, all her friends know of me (know me)
Young bull livin' like an old geezer (ah)
Quick release the cash, watch it fall slowly (slowly)
Frat girls still tryna get even (get even)
Haters mad for whatever reason (yeah, yeah)
Smoke in the air, binge drinking (oh, oh)
They lose it when the DJ drops the needle (remember)

[Verse 1: Swae Lee]
Getting so gone I'm not blinkin'
What in the world was I thinkin'?
New day, new money to be made
There is nothin' to explain
I'm a fuckin' black Beatle, cream seats in the Regal
Rockin' John Lennon lenses, like to see ‘em spread eagle
Took a bitch to the club and let her party on the table
Screamin', ""Everybody's famous!""
Like clockwork, I blow it all
And get some more
Get you somebody that can do both
Black Beatles got the babes belly rollin'
She think she love me, I think she trollin'

[Chorus: Swae Lee]
That girl is a real crowd pleaser
Small world, all her friends know of me
Young bull livin' like an old geezer
Quick release the cash, watch it fall slowly (slowly)
Frat girls still tryna get even
Haters mad for whatever reason
Smoke in the air, binge drinkin'
They lose it when the DJ drops the needle

[Verse 2: Gucci Mane]
Came in with two girls, look like strippers in their real clothes
A broke ho can only point me to a rich ho
A yellow bitch with green hair, a real weirdo
Black man, yellow Lamb', red light go
They seen that Guwop and them just came in through the side door
There's so much money on the floor we buyin' school clothes
Why you bring the money machine to the club for?
Pint of lean, pound of weed, and a kilo
I Eurostep past a hater like I'm Rondo
I upgrade your baby mama to a condo
Like Chapo servin' llello to the gringos
Black Beatle, club close when I say so

[Chorus: Swae Lee]
That girl is a real crowd pleaser
Small world, all her friends know of me
Young bull livin' like an old geezer
Quick release the cash, watch it fall slowly
Frat girls still tryna get even
Haters mad for whatever reason
Smoke in the air, binge drinkin'
They lose it when the DJ drops the needle

[Verse 3: Slim Jxmmi]
She's a good teaser, and we blowin' reefer
Your body like a work of art, baby
Don't fuck with me, I'll break your heart, baby
D&G on me, I got a lot of flavor
15 hundred on my feet, I'm tryna kill these haters
I had haters when I was broke, I'm rich, I still got haters
I had hoes when I was broke, I'm rich, I'm still a player
I wear leather Gucci jackets like it's still the 80s
I've been blowin' OG Kush, I feel a lil' sedated
I can't worry about a broke nigga or a hater
Black Beatle, bitch, me and Paul McCartney related

[Chorus: Swae Lee]
That girl is a real crowd pleaser
Small world, all her friends know of me
Young bull livin' like an old geezer
Quick release the cash, watch it fall slowly
Frat girls still tryna get even
Haters mad for whatever reason
Smoke in the air, binge drinkin'
They lose it when the DJ drops the needle"
9,Bodak Yellow,"('Cardi B',)","['Laquan Green', 'J. White Did It']",7782571,24,2017,"[Intro]
KSR
It's Cardi, ayy
Said I'm the shit, they can't fuck with me if they wanted to
I dont gotta dance

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves (Ayy, ayy)
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 1]
Now she say she gon' do what to who? Let's find out and see
Cardi B, you know where I'm at, you know where I be
You in the club just to party, I'm there, I get paid a fee
I be in and out them banks so much, I know they're tired of me
Honestly, don't give a fuck 'bout who ain't fond of me
Dropped two mixtapes in six months, what bitch working as hard as me?
I don't bother with these hoes, don't let these hoes bother me
They see pictures, they say, ""Goals,"" bitch, I'm who they tryna be
Look, I might just chill in some BAPE
I might just chill with your boo, I might just feel on your babe
My pussy feel like a lake
He wanna swim with his face, I'm like, ""Okay""
I'll let him get what he want, he buy me Yves Saint Laurent
And the new whip, when I go fast as a horse, I got the trunk in the front
I'm the hottest in the street, know you prolly heard of me
Got a bag and fixed my teeth, hope you hoes know it ain't cheap
And I pay my mama bills, I ain't got no time to chill
Think these hoes be mad at me, their baby father run a bill

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 2]
If you a pussy, you get popped, you a goofy, you a opp
Don't you come around my way, you can't hang around my block
And I just checked my accounts, turns out, I'm rich, I'm rich, I'm rich
I put my hand above my hip, I bet you dip, he dip, she dip
I say I get the money and go, this shit is hot like a stove
My pussy glitter is gold, tell that lil' bitch play her role
I just arrove in a Rolls, I just came up in a Wraith
I need to fill up the tank, no, I need to fill up the safe
I need to let all these hoes know that none of their niggas is safe
I go to dinner and steak, only the real can relate
I used to live in the P's, now it's a crib with a gate
Rollie got charms, look like Frosted Flakes
Had to let these bitches know, just in case these hoes forgot
I just run and check the mail, another check from Mona Scott

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves"
